,indice,page_number,line_number,text,text_type,speaker,time_added
292,812,34,24,"Okay.  Then I'll ask the question I started to ask. In looking at the types of medical treatment that you got for this accident, you went to see Dr. Chesney, a chiropractor, and you had chiropractic treatment.  Is that correct?",q,MR. NOLTE,start_answer
293,820,35,7,That's correct.,a,THE WITNESS,start_question
294,821,35,8,And you went to see Dr. Patel for some injections.  Is that correct?,q,MR. NOLTE,start_answer
295,823,35,10,That's correct.,a,THE WITNESS,start_question
296,824,35,11,"And you had some diagnostic tests, the EMG and the MRI's.  Is that correct?",q,MR. NOLTE,start_answer
297,826,35,13,That's correct.,a,THE WITNESS,start_question
298,827,35,14,Okay.  Do you recall any other types of medical care that you received following the August 2017 accident?,q,MR. NOLTE,start_answer
299,830,35,17,No.,a,THE WITNESS,start_question
300,831,35,18,"Okay.  Tell me, if you can, after the October 24, 2017 accident -- this is the second accident -- did you feel that you had pain -- strike that.  Let me ask it a different way.  I apologize. So after the August 2017 accident you were going to see to see Dr. Chesney and you had chiropractic care. Prior to the October 24, 2017 accident, the second accident, did you feel that you had recovered at all from the problems that the August accident gave you?",q,MR. NOLTE,start_answer
301,844,36,6,No.,a,THE WITNESS,start_question
302,845,36,7,Okay.  In that two-month period you hadn't gotten any better?,q,MR. NOLTE,start_answer
303,847,36,9,No.,a,THE WITNESS,start_question
304,848,36,10,Okay.  Tell me how you felt as a result of the October 2017 accident.  Did that make you feel the same or worse?,q,MR. NOLTE,start_answer
305,851,36,13,The what accident?  Ask me again.,a,THE WITNESS,start_question
306,852,36,14,"The second accident, the October accident.",q,MR. NOLTE,start_answer
307,854,36,16,The second accident didn't change anything.,a,THE WITNESS,start_question
308,856,36,18,Okay.  So you felt about the same in terms of your pain complaints the day before the October accident as you did after the October accident?,q,MR. NOLTE,start_answer
309,860,36,22,Correct.,a,THE WITNESS,start_question
310,861,36,23,I'm sorry.  I didn't hear that.,q,MR. NOLTE,start_answer
311,862,36,24,Correct.,a,THE WITNESS,start_question
312,864,37,1,Okay.  You went to an emergency room after the second accident that's listed and the name is the Clara Maass Medical Center.  Is that correct?,q,MR. NOLTE,start_answer
313,868,37,5,Correct.,a,THE WITNESS,start_question
314,869,37,6,And you went and reported the second accident to Dr. Chesney for treatment.  Is that correct?,q,MR. NOLTE,start_answer
315,872,37,9,Correct.,a,THE WITNESS,start_question
316,873,37,10,And do you remember or can you tell me if after you talked to Dr. Chesney about the second accident did he change the treatment that he was giving you in any way?,q,MR. NOLTE,start_answer
317,878,37,15,They changed it.,a,THE WITNESS,start_question
318,879,37,16,"How did they change it, if you recall?",q,MR. NOLTE,start_answer
319,881,37,18,They now treated my back because they said they couldn't do both of them.,a,THE WITNESS,start_question
320,883,37,20,All right.  So the focus from Dr. Chesney went from treating your neck prior to the October accident to treating your back after the October accident.  Is that correct?,q,MR. NOLTE,start_answer
321,889,38,1,Correct.,a,THE WITNESS,start_question
322,890,38,2,Okay.  And at some point after the October accident you stopped treating with Dr. Chesney.  Is that correct?,q,MR. NOLTE,start_answer
323,893,38,5,That's correct.,a,THE WITNESS,start_question
324,894,38,6,Do you remember when that was?,q,MR. NOLTE,start_answer
325,895,38,7,No.,a,THE WITNESS,start_question
326,896,38,8,Okay.  Do you recall whether you got any medical treatment from Dr. Chesney in the 2019 calendar year?,q,MR. NOLTE,start_answer
327,899,38,11,Unsure.,a,THE WITNESS,start_question
328,900,38,12,Do you recall whether you got medical treatment from Dr. Chesney in the second half of 2018?,q,MR. NOLTE,start_answer
329,903,38,15,"I believe so, yes.",a,THE WITNESS,start_question
330,904,38,16,"Have you gotten medical treatment from any of the other doctors, Dr. Ghanekar, Dr. Datta, Dr. Patel, in the 2019 calendar year?",q,MR. NOLTE,start_answer
331,908,38,20,I'm not sure.,a,THE WITNESS,start_question
332,909,38,21,"Can you tell me as you sit here today do you have complaints that you associate with the automobile accident of August 19, 2017?",q,MR. NOLTE,start_answer
333,914,39,1,Can you repeat that?,a,THE WITNESS,start_question
334,915,39,2,"I'll reask it again, yes. Can you tell me do you have complaints from your physical reaction of your body, is your body giving you problems that you believe were caused by the first accident in August of 2017?",q,MR. NOLTE,start_answer
335,921,39,8,I want to say that off and on I still have pain in my neck.  Do I deal with it?  Yes.  Do I take anything?  Yes.,a,THE WITNESS,start_question
336,924,39,11,Are you able to tell me how often you notice the neck pain?,q,MR. NOLTE,start_answer
337,926,39,13,Like it comes and goes.  Like I may feel it now and then I won't feel it for like a week or two.  It all depends on which way I turn my head.,a,THE WITNESS,start_question
338,930,39,17,"And when it comes, how long does it last?",q,MR. NOLTE,start_answer
339,932,39,19,Sometimes it lasts a day.,a,THE WITNESS,start_question
340,933,39,20,Are there times when it lasts for a period shorter than a day?,q,MR. NOLTE,start_answer
341,935,39,22,Sometimes.,a,THE WITNESS,start_question
342,936,39,23,"Does it respond to medication? For example, if you took some Advil, does it go away?",q,MR. NOLTE,start_answer
343,940,40,2,Yes.,a,THE WITNESS,start_question
344,941,40,3,Is it correct that when you feel these pains in your neck it isn't enough of a problem for you that you have decided to go back to see any medical healthcare professionals?,q,MR. NOLTE,start_answer
345,946,40,8,"I haven't, no.",a,THE WITNESS,start_question
346,947,40,9,"I'm sorry.  I'm not sure I heard that correctly. I thought I heard you say I have and then no or did you say I haven't, no?",q,MR. NOLTE,start_answer
347,952,40,14,I haven't.,a,THE WITNESS,start_question
348,953,40,15,"You have not.  All right. Can you tell me when the last time this happened to you?  Has it happened this week?  Did it happen this month, et cetera?",q,MR. NOLTE,start_answer
349,958,40,20,"The last time it happened and I had taken something for it was like about a month ago, a month and a half.  It's starting to ease up I guess as time goes by.",a,THE WITNESS,start_question
350,964,41,1,Are there activities that you were able to do prior to August of 2017 that you're no longer able to do that you believe results from the August 2017 accident?,q,MR. NOLTE,start_answer
351,969,41,6,No.,a,THE WITNESS,start_question
352,970,41,7,"Ma'am, as a result of the second accident, the October 24, 2017 accident, the insurance company that was involved in that case sent you to see some doctors that they selected. Do you recall that?",q,MR. NOLTE,start_answer
353,976,41,13,"No, I don't recall that.",a,THE WITNESS,start_question
354,977,41,14,"All right.  Do you recall going to see a doctor by the name of Craig Feder, F-e-d-e-r in Hopelawn, New Jersey?",q,MR. NOLTE,start_answer
355,980,41,17,"I saw Feder, yes.",a,THE WITNESS,start_question
356,981,41,18,"Okay.  And I have a report from Dr. Feder that says he saw you on July 27, 2018.  I don't know if you remember that date or not, but that's what his report says. Is that consistent with what time you thought you might have seen him?",q,MR. NOLTE,start_answer
357,989,42,1,I don't recall.,a,THE WITNESS,start_question
358,990,42,2,"Okay.  On the second page of his report -- and if we were all in the same room I would show it to you, but I apologize.  There's a paragraph called Present Complaints and the doctor wrote, quote, ""The claimant presents pain-free. She states she is fully recovered and is at pre-MVA status.  The claimant was having neck, upper back and lower back pain as a result of the MVA in August 2017 prior to the MVA in October of 2017.  She was still symptomatic with cervical-thoracic and lower back pain at the time of the October 24, 2017 accident.  Aside from occasional stiffness in her knees, the claimant denies any lower extremity involvement or complaints. ""Again"" -- I'm fast forwarding -- ""again all complaints are fully resolved."" Do you remember talking to Dr. Feder and telling him that you were pain-free?",q,MR. NOLTE,start_answer
359,1012,42,24,No.,a,THE WITNESS,start_question
360,1014,43,1,Okay.  Has there been a point in time after October 24th when you've been through two accidents that you were pain-free for a significant period of time?,q,MR. NOLTE,start_answer
361,1018,43,5,"No. Actually, when they sent me to see him he hurt me more.",a,THE WITNESS,start_question
362,1021,43,8,Okay.,q,MR. NOLTE,start_answer
363,1022,43,9,"He hurt -- when I came out of there, I actually called the chiropractor to see them again because he hurt my neck. It was worse than it was.",a,THE WITNESS,start_question
364,1026,43,13,All right.  So you remember going back in to see Dr. Chesney complaining that Dr. Feder had hurt your neck?,q,MR. NOLTE,start_answer
365,1029,43,16,"Yes, I do.",a,THE WITNESS,start_question
366,1030,43,17,All right.  I want to ask you a couple of questions about Dr. Chesney. Is it your understanding that Dr. Chesney is going to be a witness for you in your case and if the case goes to trial he will present testimony on your behalf?,q,MR. NOLTE,start_answer
367,1037,43,24,I don't know.,a,THE WITNESS,start_question
368,1039,44,1,Dr. Chesney has written several reports regarding your medical care.  Have you seen any of those reports?,q,MR. NOLTE,start_answer
369,1042,44,4,No.,a,THE WITNESS,start_question
370,1043,44,5,He's written reports that were addressed to Attorney Kessler. Have you seen reports in a letter form from Affiliated Sports Clinic to Attorney Kessler that are signed by Dr. Chesney?,q,MR. NOLTE,start_answer
371,1049,44,11,"I'm unsure.  You know, I can't say.",a,THE WITNESS,start_question
372,1050,44,12,All right.  That's fair enough. I'm focused on a letter report that is dated April of 2018.  And Dr. Chesney talks about in the very first paragraph that he treated you following your August 2017 accident and it indicates that when you came into his office you were complaining of neck pain radiating into the right shoulder and some right ring finger stiffness. Is that consistent with your recollection of what you were feeling when you went to see Dr. Chesney initially?,q,MR. NOLTE,start_answer
373,1064,45,1,"I believe, yes.",a,THE WITNESS,start_question
374,1065,45,2,And do you remember a point in time or maybe even more than once having Dr. Chesney ask you questions about your medical -- strike that. Was there a point in time after you had been treating with Dr. Chesney that he had you in for an examination and asked you questions about your physical activities?,q,MR. NOLTE,start_answer
375,1074,45,11,I don't recall.,a,THE WITNESS,start_question
376,1075,45,12,Okay.  Did he ever talk to you and explain to you that some of your injuries may be permanent in nature?,q,MR. NOLTE,start_answer
377,1078,45,15,"I don't remember him saying that. He might have, but I don't remember.",a,THE WITNESS,start_question
378,1080,45,17,Okay.  That's fair enough.  Thank you. Do you ever recall having a conversation with Dr. Chesney when he tried to describe for you what injuries you sustained in the August accident versus the injuries that you sustained in the October accident?,q,MR. NOLTE,start_answer
379,1089,46,1,He did say something about that. What he said I can't remember.  It's been a while.,a,THE WITNESS,start_question
380,1092,46,4,"No.  That's fine.  I'm only asking -- I'm not asking you for what he knows.  I'm just asking for what you can recall, so that's a perfectly acceptable answer. Let me just look over my notes quickly.  I think that may be all the questions I have, but just give me a moment and then I'll come back on and confirm.",q,MR. NOLTE,is brackets
381,1101,46,13,(A brief recess was taken.),brackets,,start_question
382,1103,46,15,"I'm back.  I've looked through my notes.  I do have one other area that I want to ask you some questions about. The MRI results that you got, once those MRI's were done and you went to see a doctor about those results -- and I'm not that sure which one it would have been -- did any of those doctors ever suggest to you that you needed to have surgery as a result of the findings on the MRI?",q,MR. NOLTE,start_answer
383,1115,47,2,No.  No one mentioned anything about surgery at all.,a,THE WITNESS,start_question
384,1117,47,4,And were you ever asked by any of the doctors that were treating you to go see either an orthopedic or a neurologic surgeon related to the MRI results?,q,MR. NOLTE,start_answer
385,1121,47,8,Unsure.  I don't remember.,a,THE WITNESS,start_question
386,1122,47,9,"Did any of your doctors that treated you, whether it was Dr. Chesney or any of the other doctors, ever talk to you about the findings, the specific findings on the MRI's?",q,MR. NOLTE,start_answer
387,1127,47,14,"I think someone did.  Now what it was, I can't say.",a,THE WITNESS,start_question
388,1129,47,16,Okay.  Did anyone ever suggest to you that the findings on your cervical MRI and the findings on your daughter's cervical MRI looked to be very consistent or similar?,q,MR. NOLTE,start_answer
389,1134,47,21,No one talked to me about my daughter's test.,a,THE WITNESS,start_question
390,1136,47,23,"So as far as you know, none of the treating physicians that you ever were seen by ever suggested to you that the results of your MRI, your cervical MRI was very similar to the results of your daughter's cervical MRI?",q,MR. NOLTE,start_answer
391,1143,48,5,No.,a,THE WITNESS,start_question
392,1144,48,6,Okay.  Did it appear to you in any way that any of the doctors that were treating you changed the course of your medical care as a result of the MRI findings to either of your neck or your lumbar spine?,q,MR. NOLTE,start_answer
393,1150,48,12,"As far as I know, they changed because of the two different accidents.",a,THE WITNESS,start_question
394,1152,48,14,"So, ma'am, I just want to be clear for the record.  What you indicated was they changed your care because of the two different accidents, not because of the two different diagnostic results, not the MRI's?",q,MR. NOLTE,start_answer
395,1158,48,20,Because of the accidents.,a,THE WITNESS,start_chat
396,1159,48,21,"That's all of the questions I have, ma'am.  Thank you very much.",side_chat,MR. NOLTE,start_chat
397,1162,48,24,I don't have any questions. And we'll read.,side_chat,MR. RAHAIM,is brackets
398,1166,49,3,(Deposition concluded at 11:10 a.m.),brackets,,symbols
399,1168,49,5,-  -  -  -  - I N D E X,symbols,,is brackets
400,1195,50,5,"(There were no exhibits marked ERRATA SHEET                       PAGE 50 READING AND SIGNING INSTRUCTIONS After reading the transcript of your deposition, please note any change or correction and the reason therefor on the errata sheet that appears on the following page. DO NOT MAKE ANY MARKS OR NOTATIONS ON THE TRANSCRIPT ITSELF.  Please sign and date the errata sheet and return it to our office at the address indicated below.  Our office will distribute copies of the executed errata sheet to all counsel.  If necessary, you can make additional copies of the errata sheet. Rule 30(e) governing this procedure provides the deposition may be filed as transcribed if you do not return a signed errata sheet within 30 days. RETURN ORIGINAL ERRATA SHEET TO: Wilcox & Fetzer, Ltd. 1330 King Street, Wilmington, DE  19801 depos@wilfet.com - 302-655-0477 DEPONENT:  JACQUELINE DIXON CASE:      Dixon/Moore v Chen ERRATA SHEET",brackets,,symbols
401,1255,52,5,----/----/-----------------------------------,symbols,,symbols
402,1257,52,6,----/----/-----------------------------------,symbols,,symbols
403,1259,52,7,----/----/-----------------------------------,symbols,,symbols
404,1261,52,8,----/----/-----------------------------------,symbols,,symbols
405,1263,52,9,----/----/-----------------------------------,symbols,,symbols
406,1265,52,10,----/----/-----------------------------------,symbols,,symbols
407,1267,52,11,----/----/-----------------------------------,symbols,,symbols
408,1269,52,12,----/----/-----------------------------------,symbols,,symbols
409,1271,52,13,----/----/-----------------------------------,symbols,,symbols
410,1273,52,14,----/----/-----------------------------------,symbols,,symbols
411,1275,52,15,----/----/-----------------------------------,symbols,,symbols
412,1277,52,16,----/----/-----------------------------------,symbols,,symbols
413,1279,52,17,"----/----/----------------------------------- deposition and, except for any corrections to the transcript as an accurate record of Signature of Deponent State of Delaware    )",symbols,,symbols
414,1294,53,2,") I, Kurt A. Fetzer, Registered Diplomate certify that there came before me on herein, JACQUELINE DIXON, who was duly counsel for the respective parties; that the answers given were taken down by me in by use of computer-aided transcription and a true and correct transcript of the witness. I further certify that I am not party, or otherwise interested in the event",symbols,,end
