,indice,page_number,line_number,text,text_type,speaker,time_added
300,767,34,23,"Are there any other Clean Energy Nexus entities that have been formed other than the company itself, Clean Energy Nexus, LLC, and the CEN Juncos Solar, LLC?",q,MR. LIEBESMAN,start_answer
301,772,35,3,No.,a,THE WITNESS,start_question
302,773,35,4,"Does CEN Juncos Solar, LLC have a bank account?",q,MR. LIEBESMAN,start_answer
303,775,35,6,Yes.,a,THE WITNESS,start_question
304,776,35,7,With which bank?,q,MR. LIEBESMAN,start_answer
305,777,35,8,Bank of America.,a,THE WITNESS,start_question
306,778,35,9,Does it have any money in that account?,q,MR. LIEBESMAN,start_answer
307,780,35,11,Yes.,a,THE WITNESS,start_question
308,781,35,12,Approximately how much?,q,MR. LIEBESMAN,start_answer
309,782,35,13,"I'm not sure.  20,000'ish.",a,THE WITNESS,start_question
310,783,35,14,And what is the use of that entity having its own bank account?,q,MR. LIEBESMAN,start_answer
311,785,35,16,Just for bookkeeping.  So we pay vendors out of that account.  So it's good to -- it's easier to track if it has its own bank account.  That way I'm not going back and forth trying to figure out what -- who was paid by what entity.,a,THE WITNESS,start_question
312,791,35,22,But you also used the Clean Energy Nexus bank account to pay vendors; correct?,q,MR. LIEBESMAN,start_answer
313,793,35,24,I do.,a,THE WITNESS,start_question
314,795,36,1,For that project as well?,q,MR. LIEBESMAN,start_answer
315,796,36,2,I have.,a,THE WITNESS,start_question
316,797,36,3,So what distinguishes which bank account you use to pay vendors on that project?,q,MR. LIEBESMAN,start_answer
317,800,36,6,"So I've just set up that account recently, and going forward, we're going to be using that account exclusively to pay vendors.",a,THE WITNESS,start_question
318,804,36,10,When was that bank account formed?,q,MR. LIEBESMAN,start_answer
319,805,36,11,It's been the last four weeks.  I'd say in the last month.,a,THE WITNESS,start_question
320,807,36,13,"So when you were deposed last on June 21st, had it been formed by then?",q,MR. LIEBESMAN,start_answer
321,809,36,15,I don't think so.,a,THE WITNESS,start_question
322,810,36,16,Has -- would you consider that bank account for CEN Juncos Solar to have been active during the four weeks or so it's been opened?,q,MR. LIEBESMAN,start_answer
323,814,36,20,Active meaning taking in deposits and making payments?,a,THE WITNESS,start_question
324,816,36,22,Yes.,q,MR. LIEBESMAN,start_answer
325,817,36,23,Yes.,a,THE WITNESS,start_question
326,818,36,24,How much money has been deposited into the bank account for CEN Juncos Solar?,q,MR. LIEBESMAN,start_answer
327,821,37,2,"Probably about 200,000.",a,THE WITNESS,start_question
328,822,37,3,And have you transferred money between the bank account for CEN and the bank account for CEN Juncos Solar?,q,MR. LIEBESMAN,start_answer
329,825,37,6,Yes.,a,THE WITNESS,start_question
330,826,37,7,It was always money was coming into CEN from CEN Juncos Solar or did it go both ways?,q,MR. LIEBESMAN,start_answer
331,829,37,10,It went both ways.,a,THE WITNESS,start_question
332,830,37,11,Why were there transfers both ways between those two accounts?,q,MR. LIEBESMAN,start_answer
333,832,37,13,"Because some moneys were sent to us, to Clean Energy Nexus's bank account, and so, again, to try to create that trail, we moved the money into Clean -- CEN Juncos then started paying out of that and some invoices got sort of just high pressure needed to pay, so we paid them directly out of Clean Energy Nexus.  We should have been paying them out of CEN Juncos.",a,THE WITNESS,start_question
334,841,37,22,Were there any transfers of money out of CEN Juncos Solar to you personally?,q,MR. LIEBESMAN,start_answer
335,843,37,24,No.,a,THE WITNESS,start_question
336,845,38,1,Were there any transfers from CEN Juncos Solar to VERT Investment Group?,q,MR. LIEBESMAN,start_answer
337,847,38,3,No.,a,THE WITNESS,start_question
338,848,38,4,So the only transfers going -- or payments coming out of CEN Juncos Solar's bank account were to vendors?,q,MR. LIEBESMAN,start_answer
339,851,38,7,"Or Clean Energy Nexus as a vendor, yes.",a,THE WITNESS,start_question
340,853,38,9,"For the Srinergy projects in Michigan, do you intend then to form a special entity LLC like you did for Juncos?",q,MR. LIEBESMAN,start_answer
341,856,38,12,Yes.,a,THE WITNESS,start_question
342,857,38,13,And when will you be doing that?,q,MR. LIEBESMAN,start_answer
343,858,38,14,It's already been done.,a,THE WITNESS,start_question
344,859,38,15,You formed an LLC?,q,MR. LIEBESMAN,start_answer
345,860,38,16,Yes.,a,THE WITNESS,start_question
346,861,38,17,What's that LLC called?,q,MR. LIEBESMAN,start_answer
347,862,38,18,"Something like Sault Tribe Holdings. I didn't form it, but that's what it's called.",a,THE WITNESS,start_question
348,865,38,21,Sioux as in the Indian name Sioux?,q,MR. LIEBESMAN,start_answer
349,866,38,22,Exactly.  But is not spelled S-O-I-U-X or whatever it is.  It's S-A-U-L-T.  French pronunciation.  Sault Ste. Marie of the Chippewas.,a,THE WITNESS,start_question
350,871,39,2,Who created that LLC?,q,MR. LIEBESMAN,start_answer
351,872,39,3,Prasad did.  Srinergy.,a,THE WITNESS,start_question
352,873,39,4,Do you know when that LLC was created?,q,MR. LIEBESMAN,start_answer
353,875,39,6,"Not exactly, no.",a,THE WITNESS,start_question
354,876,39,7,"Do you have a sense of was it weeks, months?",q,MR. LIEBESMAN,start_answer
355,878,39,9,February.,a,THE WITNESS,start_question
356,879,39,10,Of this year?,q,MR. LIEBESMAN,start_answer
357,880,39,11,Yeah.,a,THE WITNESS,start_question
358,881,39,12,Is there a similar type of special purpose entity for the Seaboard Solar project?,q,MR. LIEBESMAN,start_answer
359,884,39,15,No.,a,THE WITNESS,start_question
360,885,39,16,What about for the Bliss Solar project here in Philly?,q,MR. LIEBESMAN,start_answer
361,887,39,18,Yes.,a,THE WITNESS,start_question
362,888,39,19,What's the name of that entity?,q,MR. LIEBESMAN,start_answer
363,889,39,20,I don't know.  The developer is forming it literally as we speak.,a,THE WITNESS,start_question
364,891,39,22,So how did you hear first about the opportunity to be involved in this Srinergy project in Puerto Rico?,q,MR. LIEBESMAN,start_answer
365,895,40,1,"Prasad calls me, like I said, every month telling me what his business is and requesting business advice.",a,THE WITNESS,start_question
366,898,40,4,So are you saying so that he called you and told you about this opportunity?,q,MR. LIEBESMAN,start_answer
367,900,40,6,Yes.,a,THE WITNESS,start_question
368,901,40,7,When was that call made?,q,MR. LIEBESMAN,start_answer
369,902,40,8,Probably around January or December of last year.,a,THE WITNESS,start_question
370,904,40,10,"At the time you had that first conversation with the CEO from Srinergy, what was the status of that project?",q,MR. LIEBESMAN,start_answer
371,907,40,13,"It was an RFP, so it was in the middle of going through this process.  And he was a bidder, and so he was asking if we would go with him if he won the bid.",a,THE WITNESS,start_question
372,911,40,17,Who issued the RFP?,q,MR. LIEBESMAN,start_answer
373,912,40,18,I believe it was Medtronic.,a,THE WITNESS,start_question
374,913,40,19,What type of facility is involved with that Juncos project?,q,MR. LIEBESMAN,start_answer
375,915,40,21,It's an industrial manufacturing plant.,a,THE WITNESS,start_question
376,917,40,23,Just one plant or is it multiple?,q,MR. LIEBESMAN,start_answer
377,918,40,24,It's just one.  It's a large one.,a,THE WITNESS,start_question
378,920,41,1,What type of manufacturing?,q,MR. LIEBESMAN,start_answer
379,921,41,2,Medical devices.,a,THE WITNESS,start_question
380,922,41,3,Did you ever see the RFP?,q,MR. LIEBESMAN,start_answer
381,923,41,4,I saw it.,a,THE WITNESS,start_question
382,924,41,5,"When was it issued, do you remember?",q,MR. LIEBESMAN,start_answer
383,925,41,6,No.  It was sometime last year.,a,THE WITNESS,start_question
384,926,41,7,Was Clean Energy involved in the response to the RFP or did you just support Srinergy in their response?,q,MR. LIEBESMAN,start_answer
385,929,41,10,I just supported them in their response.,a,THE WITNESS,start_question
386,931,41,12,What was the offer by CEN to Srinergy in connection with the response to the RFP?  What were you agreeing to do?,q,MR. LIEBESMAN,start_answer
387,934,41,15,To pay them 15 cents a watt.,a,THE WITNESS,start_question
388,935,41,16,Did anyone show you the RFP?,q,MR. LIEBESMAN,start_answer
389,936,41,17,No.,a,THE WITNESS,start_question
390,937,41,18,Per watt?,q,MR. LIEBESMAN,start_answer
391,938,41,19,"So 5 megawatts is $750,000.",a,THE WITNESS,start_question
392,939,41,20,So Srinergy submits the response RFP and they're awarded the project?,q,MR. LIEBESMAN,start_answer
393,941,41,22,Yes.,a,THE WITNESS,start_question
394,942,41,23,Do you recall when they were awarded the project?,q,MR. LIEBESMAN,start_answer
395,945,42,1,In February.,a,THE WITNESS,start_question
396,946,42,2,"By what point, then, did CEN become actively involved in that project?",q,MR. LIEBESMAN,start_answer
397,948,42,4,Immediately after they won.,a,THE WITNESS,start_question
398,949,42,5,What was the first thing that CEN did in connection with that project?,q,MR. LIEBESMAN,start_answer
399,951,42,7,We gave them our form contracts for PPA and site lease.,a,THE WITNESS,start_question
400,953,42,9,"What else, then, did CEN do for that project of Juncos?",q,MR. LIEBESMAN,start_answer
401,955,42,11,"We've done everything, the entire development process into construction.",a,THE WITNESS,start_question
402,957,42,13,Is Srinergy involved in the project themselves actively?,q,MR. LIEBESMAN,start_answer
403,959,42,15,No.,a,THE WITNESS,start_question
404,960,42,16,Is Srinergy getting paid by Medtronics --,q,MR. LIEBESMAN,start_answer
405,962,42,18,No.,a,THE WITNESS,start_question
406,963,42,19,-- for the project?,q,MR. LIEBESMAN,start_answer
407,964,42,20,No.,a,THE WITNESS,start_question
408,965,42,21,Is Medtronics paying for any of the work CEN is doing?,q,MR. LIEBESMAN,start_answer
409,967,42,23,No.,a,THE WITNESS,start_question
410,968,42,24,Who is paying for the work that CEN is doing on that project?,q,MR. LIEBESMAN,start_answer
411,971,43,2,Our investors.,a,THE WITNESS,start_question
412,972,43,3,"When you say your investors, who are you referring to?",q,MR. LIEBESMAN,start_answer
413,974,43,5,REA.,a,THE WITNESS,start_question
414,975,43,6,What's -- so what is REA?,q,MR. LIEBESMAN,start_answer
415,976,43,7,They're the investor.,a,THE WITNESS,start_question
416,977,43,8,"I know, but who is REA?  What is --",q,MR. LIEBESMAN,start_answer
417,978,43,9,They're a Renewable Energy investment company.,a,THE WITNESS,start_question
418,980,43,11,Where are they out of?,q,MR. LIEBESMAN,start_answer
419,981,43,12,Missouri.,a,THE WITNESS,start_question
420,982,43,13,Did you have a relationship with them prior to Srinergy responding to the RFP by Medtronics?,q,MR. LIEBESMAN,start_answer
421,985,43,16,Yes.,a,THE WITNESS,start_question
422,986,43,17,How long had you had a relationship with REA?,q,MR. LIEBESMAN,start_answer
423,988,43,19,"So they were the tax equity on the Blue Sky projects.  There is a gentleman there called -- his name is Marc Natividad. And I knew him when he used to work for Zions Bank, and -- let's see.  I met him -- I met him even before I started VERT Solar Finance.  I met him back when I was VERT Investment Group.",a,THE WITNESS,start_question
424,997,44,3,Did REA ever do business with VERT Investment Group?,q,MR. LIEBESMAN,start_answer
425,999,44,5,"I don't think REA existed when I was just working for VERT Investment Group, no.",a,THE WITNESS,start_question
426,1001,44,7,Did REA do any work with VERT Solar Finance?,q,MR. LIEBESMAN,start_answer
427,1003,44,9,No.,a,THE WITNESS,start_question
428,1004,44,10,But you said that they were the equity investors in the Blue Sky?,q,MR. LIEBESMAN,start_answer
429,1006,44,12,"They're the tax equity, correct.",a,THE WITNESS,start_question
430,1007,44,13,So that was a VERT Solar Finance project; right?,q,MR. LIEBESMAN,start_answer
431,1009,44,15,Correct.,a,THE WITNESS,start_question
432,1010,44,16,So they did have involvement with VERT Solar Finance?,q,MR. LIEBESMAN,start_answer
433,1012,44,18,"So this was kind of one of those funny situations where Marc reached out to me, asked me if we wanted to do any projects.  I said, Yes, we need help on these two projects, the Blue Sky, the North State Grocery ones.  And at the same time, Barend or Ran, the two guys from Blue Sky Utility, had reached out to Mike Mills, their CEO.  So we both came at them from two different people in the organization.  The guys that -- the Blue Sky guys were saying I was interfering with their business.  I said, No, I'm not.  Marc is an old friend. I just wanted to help the business. So we stepped back and said, We're not going to engage.  You guys do whatever it takes to get this deal done. Glad you're looking at it.  We're out. And so even though they financed it, they -- and they used our material, which we're fine with, technically, we never signed a contract with them, Blue Sky did. We let Blue Sky handle that process.  So we weren't involved.  I wasn't involved at all in that negotiation.",a,THE WITNESS,start_question
434,1038,45,19,This goes back a few years what you're describing just now?,q,MR. LIEBESMAN,start_answer
435,1040,45,21,"This goes back to 2017, the end of December of 2017 when we were building those projects and getting them funded, recapitalized.",a,THE WITNESS,start_question
436,1045,46,1,So you're handling the construction of that project in Puerto Rico.  Are you then interacting with Medtronics at the same time so they know what's going on or are they disinterested?,q,MR. LIEBESMAN,start_answer
437,1050,46,6,"No, they're very interested.",a,THE WITNESS,start_question
438,1051,46,7,But you wouldn't consider Medtronics a client?,q,MR. LIEBESMAN,start_answer
439,1053,46,9,"Ultimately, they're the client of the project.  They're just not the client of Clean Energy Nexus.  The project company is my client plus the developer who brought us that.  That's how we look at it.  We're here to serve Medtronic, of course, but my actual client and contract is with Srinergy.",a,THE WITNESS,start_question
440,1060,46,16,Do you provide updates on the construction of the project?,q,MR. LIEBESMAN,start_answer
441,1062,46,18,Absolutely.,a,THE WITNESS,start_question
442,1063,46,19,To whom do you provide that information?,q,MR. LIEBESMAN,start_answer
443,1065,46,21,"To all the people on the team, Medtronics, facility owners, facility managers, all the way up to their headquarters.  Our construction site manager, our construction personnel, our engineering support staff, engineering design staff.  Everybody in and around the project is informed on a weekly basis.",a,THE WITNESS,start_question
444,1074,47,5,Has CEN outsourced any of the construction work at that project?,q,MR. LIEBESMAN,start_answer
445,1076,47,7,All of it.,a,THE WITNESS,start_question
446,1077,47,8,"So you're just managing -- you're overseeing the work, but CEN is not actively doing any construction?",q,MR. LIEBESMAN,start_answer
447,1080,47,11,Correct.  We're not a construction company.,a,THE WITNESS,start_question
448,1082,47,13,Right.  How many construction companies are involved in that project?,q,MR. LIEBESMAN,start_answer
449,1084,47,15,"Including subs, or...",a,THE WITNESS,start_question
450,1085,47,16,"Well, so that may be a way to approach it.  No.  Let's say did you hire one general contractor to handle the entire project or do you have multiple general contractors?",q,MR. LIEBESMAN,start_answer
451,1090,47,21,"Right now, we have one, but there's a second engineering firm that's responsible for the parking lot design and engineering, and they report to Medtronic.  We report to them to make sure that they have what they need and really to support Medtronic in getting what they ultimately want, which is a power plant and a parking lot.",a,THE WITNESS,start_question
452,1099,48,5,Who then is the general contractor for the power plant construction?,q,MR. LIEBESMAN,start_answer
453,1101,48,7,"AG -- AEG, Arico Energy Group.",a,THE WITNESS,start_question
454,1102,48,8,Where are they based out of?,q,MR. LIEBESMAN,start_answer
455,1103,48,9,Puerto Rico.,a,THE WITNESS,start_question
456,1104,48,10,"Do you have anybody helping CEN oversee the construction work or is it something you feel you're entirely capable of handling the construction, engineering and everything related to the construction yourself?",q,MR. LIEBESMAN,start_answer
457,1110,48,16,"Yes, we have somebody.",a,THE WITNESS,start_question
458,1111,48,17,Who is that person?,q,MR. LIEBESMAN,start_answer
459,1112,48,18,Frank Bucceri.,a,THE WITNESS,start_question
460,1113,48,19,What's the name of his company?,q,MR. LIEBESMAN,start_answer
461,1114,48,20,Bucceri Company.,a,THE WITNESS,start_question
462,1115,48,21,Where is that based out of?,q,MR. LIEBESMAN,start_answer
463,1116,48,22,"Baltimore, I believe, or Bethesda.",a,THE WITNESS,start_question
464,1117,48,23,Was he ever an employee of Clean Energy?,q,MR. LIEBESMAN,start_answer
465,1120,49,1,No.,a,THE WITNESS,start_question
466,1121,49,2,How far back does your relationship go with him?,q,MR. LIEBESMAN,start_answer
467,1123,49,4,Frank?  Not too far back.  I think maybe a year.,a,THE WITNESS,start_question
468,1125,49,6,How is it that you came about to meet him?,q,MR. LIEBESMAN,start_answer
469,1127,49,8,"One of our advisors, Claire Broido Johnson, co-founder of SunEdison.  She's been a classmate of mine from Harvard Business School and a good friend and advisor over the years, and she said -- at one point we were talking about setting up a company together, and she asked me to interview Frank and see what I thought of him.  He's solid.",a,THE WITNESS,start_chat
470,1136,49,17,Okay.  Let's take a break and then I'll get into exhibits.,side_chat,MR. LIEBESMAN,start_chat
471,1139,49,20,Okay.  Off record 11:02.,side_chat,THE VIDEOGRAPHER,symbols
472,1141,49,22,--  --  --  --,symbols,,start_chat
473,1142,49,23,We are on the record at 11:14.,side_chat,THE VIDEOGRAPHER,start_question
474,1146,50,2,I'm going to hand you a document marked JA 25.  And just so the record is clear.  We're continuing using exhibit numbers from the deposition taken on June 21st of you. I'll represent to you that this is a printout of the CEN website yesterday. Does that appear to be accurate?,q,MR. LIEBESMAN,start_answer
475,1154,50,10,Yes.,a,THE WITNESS,start_question
476,1155,50,11,"I don't have too many questions on this, but do you see where it says, ""Get to NTP in 90 Days""?",q,MR. LIEBESMAN,start_answer
477,1158,50,14,"Yes, on the first page.",a,THE WITNESS,start_question
478,1159,50,15,"Yeah.  Then right below it in a smaller font it says, ""CEN provides the capital, expertise, and network to complete commercial solar projects."" Do you see that?",q,MR. LIEBESMAN,start_answer
479,1164,50,20,No.,a,THE WITNESS,start_question
480,1165,50,21,"Right below ""Get to NTP in 90 Days""?",q,MR. LIEBESMAN,start_answer
481,1166,50,22,"I don't have ""Get to NTP in 90 Days.""",a,THE WITNESS,start_chat
482,1168,50,24,I don't have that either.,side_chat,MS. BROOKS,start_answer
483,1171,51,2,I know that's the heading in our website.,a,THE WITNESS,start_question
484,1173,51,4,Yeah.,q,MR. LIEBESMAN,start_answer
485,1174,51,5,I think this is the second page.,a,THE WITNESS,start_question
486,1175,51,6,"Yeah, that's the second page.  I'm going to hand you JS 26.  You can hold them together, 25 and 26.",q,MR. LIEBESMAN,start_answer
487,1178,51,9,Okay.,a,THE WITNESS,start_question
488,1179,51,10,This is also a printout of the CEN website yesterday.,q,MR. LIEBESMAN,start_answer
489,1181,51,12,Okay.,a,THE WITNESS,start_question
490,1182,51,13,"So if you'll look at JA 26 where it says get to NTP in 90 days, then below that is the sentence I had read:  ""CEN provides the capital, expertise, and network to complete commercial solar projects."" Do you see that sentence?",q,MR. LIEBESMAN,start_answer
491,1188,51,19,Yes.,a,THE WITNESS,start_question
492,1189,51,20,"Where it says, ""CEN provides the capital,"" what is meant by ""the capital""?",q,MR. LIEBESMAN,start_answer
493,1191,51,22,The money.,a,THE WITNESS,start_question
494,1192,51,23,Do you distinguish that from financing?,q,MR. LIEBESMAN,start_answer
495,1195,52,1,No.,a,THE WITNESS,start_question
496,1196,52,2,"And then ""expertise.""  Whose expertise are you referring to there?",q,MR. LIEBESMAN,start_answer
497,1198,52,4,Mine.,a,THE WITNESS,start_question
498,1199,52,5,Anybody else?,q,MR. LIEBESMAN,start_answer
499,1200,52,6,Not specifically.  I'm sufficiently capable of developing all these projects.,a,THE WITNESS,start_question
500,1202,52,8,"Like Daniel Gonzalez, do you include him as CEN's expertise?",q,MR. LIEBESMAN,start_answer
501,1204,52,10,Absolutely.,a,THE WITNESS,start_question
502,1205,52,11,"""And network.""  What do you mean when you say later in that sentence ""network to complete solar projects""?",q,MR. LIEBESMAN,start_answer
503,1208,52,14,"So as we've learned the hard way, you know, you have to be very careful who you do business with in this industry, being an emerging industry that has a lot of surreptitious players.  So knowing who to do business with is just as important as knowing how to do it.  Frankly, it's been a challenge for everybody.",a,THE WITNESS,start_question
504,1216,52,22,"Okay.  And then it says, ""Race to Profitability"" below that.  Do you see that?",q,MR. LIEBESMAN,start_answer
505,1218,52,24,Yes.,a,THE WITNESS,start_question
506,1220,53,1,"It says, ""We give you the capital tools and people to get your solar projects commercially on-line."" Are you basically referring to the same as the sentence we just went through?",q,MR. LIEBESMAN,start_answer
507,1226,53,7,Yes.,a,THE WITNESS,start_question
508,1227,53,8,"And then the sentence goes on to say, ""Check out our proven process below."" Do you see that sentence?",q,MR. LIEBESMAN,start_answer
509,1230,53,11,Yes.,a,THE WITNESS,start_question
510,1231,53,12,"When you say it's a proven process, how is it proven?  What do you mean by ""proven""?",q,MR. LIEBESMAN,start_answer
511,1234,53,15,"So I developed this process 12, 15 years ago in developing solar -- wind farms. So we used a similar approach and sold the company and developed a lot of projects.  So it's been proven.  It works.  It's --",a,THE WITNESS,start_question
512,1239,53,20,"But not proven limited to wind, you also include solar, your experience with solar?",q,MR. LIEBESMAN,start_answer
513,1242,53,23,Yes.  It works in both.  Development is based on the tenets we've laid out in our process.,a,THE WITNESS,start_question
514,1246,54,2,"If you turn to the second page in, it talks about ""The CEN Advantage.""",q,MR. LIEBESMAN,start_answer
515,1248,54,4,Mm-hmm.,a,THE WITNESS,start_question
516,1249,54,5,"The ""100 mega watt"" reference there, CEN itself hasn't done a hundred megawatts worth of business project development; correct?",q,MR. LIEBESMAN,start_answer
517,1253,54,9,We have a hundred megawatts contracted across the nation.  That's what it says.  That's what we have.,a,THE WITNESS,start_question
518,1256,54,12,Are you including VERT Solar Finance projects?,q,MR. LIEBESMAN,start_answer
519,1258,54,14,"No, I'm not.  We have over a hundred megawatts.",a,THE WITNESS,start_question
520,1260,54,16,Clean Energy Network does?,q,MR. LIEBESMAN,start_answer
521,1261,54,17,Yes.,a,THE WITNESS,start_question
522,1262,54,18,Nexus?,q,MR. LIEBESMAN,start_answer
523,1263,54,19,Yes.,a,THE WITNESS,start_question
524,1264,54,20,And where are those hundred megawatts?,q,MR. LIEBESMAN,start_answer
525,1266,54,22,"Just like it shows, California, Georgia, Maryland, North Carolina, Texas and more.",a,THE WITNESS,start_question
526,1270,55,1,"This means the projects online; correct?  Where you're talking about they may be in development, not online yet?",q,MR. LIEBESMAN,start_answer
527,1273,55,4,Correct.,a,THE WITNESS,start_question
528,1274,55,5,So not that you have a hundred megawatts online?,q,MR. LIEBESMAN,start_answer
529,1276,55,7,Correct.,a,THE WITNESS,start_question
530,1277,55,8,"Turn to page 3.  We touched an this the last deposition.  The quote from the southeast developer, you have it in quotations.  But there is no southeast developer that gave you that quote verbatim; correct?",q,MR. LIEBESMAN,start_answer
531,1283,55,14,Correct.,a,THE WITNESS,start_question
532,1284,55,15,"If you'd turn to JA 25, the one that says ""Our Proven Process.""  The only question I have here is that, on this first page, it references ""the critical items we will accomplish together"" and then there are eight items listed.  Are there any of those eight items that Clean Energy has on its website that VERT Solar Finance did not do?",q,MR. LIEBESMAN,start_answer
533,1292,55,23,"VERT Solar Finance did not do the revenue contracting, the resource assessment.  Really didn't do any of the interconnection applications.  Didn't do any environmental.  Didn't do engineering construction.",a,THE WITNESS,start_question
534,1299,56,5,Did VERT Solar Finance advertise itself as being able to do these eight items?,q,MR. LIEBESMAN,start_answer
535,1302,56,8,"I don't know if we advertised that we could do those eight items, but this process, like I said, I had developed from years ago.  So these headings are all critical.  They're critical elements of every project.  This is nothing novel.  If truth be told, I think anybody would come to these if they worked long enough in this business.",a,THE WITNESS,start_question
536,1311,56,17,"I'm going to hand you what has been marked JA 27.  JA 27 is a multipage document.  On the first page it says ""Confidential Information Memorandum, Clean Energy Nexus, LLC.""  And it bears Bates number Altenberg 000513 on the first page. This exhibit was marked at your prior deposition as JA 17, but it was in redacted form.  Subsequent to that deposition, we were provided unredacted copies of certain documents, including this.  Is this the unredacted version of what had been produced previously?",q,MR. LIEBESMAN,start_answer
537,1325,57,6,Yes.,a,THE WITNESS,start_question
538,1326,57,7,"You'll see on this first page it says ""Clean Energy Ventures,"" and that was one of the questions I asked you at the beginning.  What is Clean Energy Ventures? Was it an existing company?",q,MR. LIEBESMAN,start_answer
539,1331,57,12,Yes.,a,THE WITNESS,start_question
540,1332,57,13,Who formed that company?,q,MR. LIEBESMAN,start_answer
541,1333,57,14,I don't know.,a,THE WITNESS,start_question
542,1334,57,15,Was this a document that was provided by Clean Energy Nexus to Clean Energy Ventures?,q,MR. LIEBESMAN,start_answer
543,1337,57,18,Yes.,a,THE WITNESS,start_question
544,1338,57,19,It was actually provided to them?,q,MR. LIEBESMAN,start_answer
545,1339,57,20,Yes.,a,THE WITNESS,start_question
546,1340,57,21,And it's dated March 2019.  Is that about when it was provided to them?,q,MR. LIEBESMAN,start_answer
547,1342,57,23,Yes.,a,THE WITNESS,start_question
548,1343,57,24,Clean Energy Ventures has no affiliation with Clean Energy Nexus; correct?,q,MR. LIEBESMAN,start_answer
549,1347,58,3,Correct.,a,THE WITNESS,start_question
550,1348,58,4,"If you'd turn to page 3.  I'm really going to touch upon the information that had been redacted that now is not.  In the original production of this document, you had Elwyn Tompson's name and contact information redacted.  On this document, Elwyn Tompson is referred to as the ""Chief Technology Officer of Clean Energy Nexus."" Was he in fact the chief technology officer of Clean Energy Nexus?",q,MR. LIEBESMAN,start_answer
551,1358,58,14,"He's never been active.  We were trying to get his assistance and support, but he never joined the team.",a,THE WITNESS,start_question
552,1361,58,17,So why would you include him in this Confidential Information Memorandum of Clean Energy Ventures?,q,MR. LIEBESMAN,start_answer
553,1364,58,20,"At the time, we were hopeful it was -- I was hoping he would be a supporting member.",a,THE WITNESS,start_question
554,1367,58,23,You also had redacted the phone numbers for you and Daniel.  What was the reason for redacting your phone numbers?,q,MR. LIEBESMAN,start_answer
555,1371,59,2,"I think the way the redaction worked is it just highlighted.  It grabs whatever it grabs.  There was no sort of, you know, kind of not redact one thing over the other.",a,THE WITNESS,start_question
556,1375,59,6,"The phone numbers for you and Daniel that are on this document, they're the same phone number that was used for VERT Solar Finance; correct?",q,MR. LIEBESMAN,start_answer
557,1379,59,10,"I believe so, yeah.",a,THE WITNESS,start_question
558,1380,59,11,Is the phone number for you also the same number that you use for VERT Investment Group?,q,MR. LIEBESMAN,start_answer
559,1383,59,14,Yes.,a,THE WITNESS,start_question
560,1384,59,15,"If you'd turn to page 8 of the document.  At the very bottom of that chart in the middle it says, ""Green Solar Rama Projects.""",q,MR. LIEBESMAN,start_answer
561,1388,59,19,Yes.,a,THE WITNESS,start_question
562,1389,59,20,Is that the Seaboard Solar projects?,q,MR. LIEBESMAN,start_answer
563,1390,59,21,No.,a,THE WITNESS,start_question
564,1391,59,22,"What projects are referred to in this chart, then, in the middle here?",q,MR. LIEBESMAN,start_answer
565,1393,59,24,So Green Solar Rama is a developer that we have a contract with that has projects in Massachusetts.,a,THE WITNESS,start_question
566,1397,60,3,What's the status of those projects?,q,MR. LIEBESMAN,start_answer
567,1398,60,4,They're in development.,a,THE WITNESS,start_question
568,1399,60,5,Do you expect those projects to go to NTP?,q,MR. LIEBESMAN,start_answer
569,1401,60,7,Not really.,a,THE WITNESS,start_question
570,1402,60,8,"Above those boxes, there's a ""CEN Solar DevCo LLC.""  Has that entity been formed?",q,MR. LIEBESMAN,start_answer
571,1405,60,11,No.,a,THE WITNESS,start_question
572,1406,60,12,"There is a ""CEN Holdings LLC.""  Has that entity been formed?",q,MR. LIEBESMAN,start_answer
573,1408,60,14,No.,a,THE WITNESS,start_question
574,1409,60,15,"Then above that, there is ""CEN Solar Debt Fund LLC.""  Has that entity been formed?",q,MR. LIEBESMAN,start_answer
575,1412,60,18,No.,a,THE WITNESS,start_question
576,1413,60,19,"Turn to page 15.  Under the flow chart there it says, ""CEN is leveraging technology.""  Do you see that?",q,MR. LIEBESMAN,start_answer
577,1416,60,22,Mm-hmm.  Yes.,a,THE WITNESS,start_question
578,1417,60,23,"In the originally produced document, ""leveraging technology"" was redacted.  Can you tell me why you redacted ""leveraging technology""?  That phrase.",q,MR. LIEBESMAN,start_chat
579,1422,61,3,"I'm sorry.  Oh, okay.  I didn't realize what page we were on.",side_chat,MS. BROOKS,start_answer
580,1425,61,6,I have no idea why.,a,THE WITNESS,start_question
581,1426,61,7,"All right.  What is meant by ""leveraging technology"" in that sentence on page 15?",q,MR. LIEBESMAN,start_answer
582,1429,61,10,That we're doing -- that we're creating technology to satisfy this process.,a,THE WITNESS,start_question
583,1431,61,12,"If you'd turn to page 17.  It says, ""Business Relationships,"" and there are different categories of entities.  Under ""Developers"" it says, ""Beltline Energy."" Has CEN had a relationship with Beltline Energy?",q,MR. LIEBESMAN,start_answer
584,1437,61,18,Yes.,a,THE WITNESS,start_question
585,1438,61,19,Since the formation of CEN?,q,MR. LIEBESMAN,start_answer
586,1439,61,20,Yes.  I have -- I personally have a relationship with Steve Elkind and his colleagues.,a,THE WITNESS,start_question
