,indice,page_number,line_number,text,text_type,speaker,time_added
264,918,45,20,No.  I don't think so.  And we talked about this.  It's probably not correct to refer to a different deposition. I'm not sure.,a,THE WITNESS,start_question
265,922,45,24,You can go ahead and just testify.,q,MS. COLE,start_answer
266,924,46,1,"Yeah.  So similar questions, you know, what's your name, who's the president, that sort of thing, did you lose consciousness, which is reflecting on kind of a crazy question because how would you know if you did?",a,THE WITNESS,start_question
267,930,46,7,So those types of questions were also posed to you in addition to your wife?,q,MS. COLE,start_answer
268,932,46,9,Yes.,a,THE WITNESS,start_question
269,933,46,10,And were you able to respond to those questions accurately?,q,MS. COLE,start_answer
270,935,46,12,"Yeah.  I believe so, yes.",a,THE WITNESS,start_question
271,936,46,13,At that time did you have any concerns that you were suffering from any problems with a concussion?,q,MS. COLE,start_answer
272,939,46,16,That was not on my mind at the time.,a,THE WITNESS,start_question
273,941,46,18,Were you prescribed medication by any of the doctors at Milford Memorial Hospital?,q,MS. COLE,start_answer
274,944,46,21,Yes.  And I can't remember if it was a painkiller or a muscle relaxer from Dr. Sparks.  And it was filled that evening.,a,THE WITNESS,start_question
275,949,47,1,Did you go to the CVS?,q,MS. COLE,start_answer
276,950,47,2,"Yeah.  I think it was a Rite Aid actually, but yes.",a,THE WITNESS,start_question
277,952,47,4,Did you take that medication?,q,MS. COLE,start_answer
278,953,47,5,"I did, yes.",a,THE WITNESS,start_question
279,954,47,6,That evening?,q,MS. COLE,start_answer
280,955,47,7,Yes.,a,THE WITNESS,start_question
281,956,47,8,Did you continue to take that medication?,q,MS. COLE,start_answer
282,958,47,10,"I did, yeah.",a,THE WITNESS,start_question
283,959,47,11,How did you get back to the Airbnb?,q,MS. COLE,start_answer
284,960,47,12,"We took I think it was an Uber, not a Lyft.  But if it's important we can find the records.",a,THE WITNESS,start_question
285,963,47,15,No.,q,MS. COLE,start_answer
286,964,47,16,Okay.,a,THE WITNESS,start_question
287,965,47,17,And did --,q,MS. COLE,start_answer
288,966,47,18,I'm sorry.  We took an Uber or a Lyft to the Rite Aid where we met up with Rita and Leo and they gave us a ride back to the Airbnb.,a,THE WITNESS,start_question
289,970,47,22,"And once back there, were there other people in the home that had been on the trolley?",q,MS. COLE,start_answer
290,974,48,1,Absolutely.  Yeah.,a,THE WITNESS,start_question
291,975,48,2,"And do you recall conversations you may have had with them, if any, regarding the accident?",q,MS. COLE,start_answer
292,978,48,5,"I would describe the scene in there almost as if it was like an ER or a doctor's office itself.  Right?  Everybody is sitting on the ground with an ice pack or holding their bandage or whatever it is. And it's one of these beach houses, so there's a big ol' family room a giant wrap- around couch or whatever.  So of course we were talking about the accident sitting around there, are you okay, hugging each other, crying, all that stuff.",a,THE WITNESS,start_question
293,989,48,16,What can you recall or tell me about your wife's mental health condition to the extent you observed it that night?,q,MS. COLE,start_answer
294,992,48,19,"I mean that whole night is like a blur.  It's a complete shock.  Nobody's okay.  Everybody has darkest red eyes, just tears everywhere and shocked that we're not dead.  Happy to be together. Ceci had a cast.  She was a mess, yeah.",a,THE WITNESS,start_chat
295,1000,49,2,Sorry.,side_chat,THE WITNESS,start_question
296,1001,49,3,"You guys drove home the next day, right?",q,MS. COLE,start_answer
297,1003,49,5,That's correct.,a,THE WITNESS,start_question
298,1004,49,6,Were you present for when Stephanie Novak came over to the house?,q,MS. COLE,start_answer
299,1006,49,8,"Yeah.  I think I saw Steph twice, on Saturday and Sunday. And a point of clarification for you.  So Saturday I think she came over to the house.  Actually, I'm not positive she came Saturday night.  I know some other guests from the wedding came on Saturday night, but I actually don't know if Steph did or not.  I'm not sure. Sunday there was a preplanned brunch for the wedding guests, which we did not go to brunch, but we did stop in and give her a hug and say --",a,THE WITNESS,start_question
300,1019,49,21,So you went to the brunch location just to see her and say hello?,q,MS. COLE,start_answer
301,1021,49,23,Exactly.,a,THE WITNESS,start_question
302,1022,49,24,You didn't stay for any food?,q,MS. COLE,start_answer
303,1024,50,1,"Correct.  We actually -- it was too much.  It was, you know, everybody who wasn't in the crash but was in the wedding was there.  And if you've ever been to a post-wedding brunch, it's like a raucous good time and that was not where we were. So I think four of us or maybe six of us went directly across the street and had a sandwich.  We had lunch at a cafe across the street, a sandwich I think is what I said a minute ago.  I remember there was a Ravens game on, so that's why I remember being there around 1:00 o'clock on a Sunday.",a,THE WITNESS,start_question
304,1038,50,15,After having lunch did you leave at that point to go home?,q,MS. COLE,start_answer
305,1040,50,17,"Yeah.  Because I remember we listened to a little bit of the game in the car, so this whole thing would have been between 1:00 and 4:00.",a,THE WITNESS,start_question
306,1044,50,21,So you would have gotten back sometime later on Sunday?,q,MS. COLE,start_answer
307,1046,50,23,That's right.,a,THE WITNESS,start_question
308,1047,50,24,What was the first medical appointment you had for yourself personally after returning home to D.C.?,q,MS. COLE,start_answer
309,1051,51,3,"I think we saw Ms. Milward together and I think that was very shortly after. We would have to check the records for the exact date, but it would have been that week. And, again, this was a new place to both of us that was recommended by a friend because of their -- again, a lot of these places in D.C. have rotating doctors so you can get in kind of quick if you don't mind who you're seeing.  So they were able to see us right away and we saw her a few times and always together.",a,THE WITNESS,start_question
310,1064,51,16,At any point did you tell Ms. Milward that you were standing on a trolley at the time that the accident occurred?,q,MS. COLE,start_answer
311,1068,51,20,"I don't recall specifying sitting, standing, one way or the other.",a,THE WITNESS,start_question
312,1070,51,22,"What recommendations, if any, did Ms. Milward have for you in relationship to any injuries that you conveyed to her?",q,MS. COLE,start_answer
313,1074,52,1,"Yeah.  So my back pain was really bad at the time and I was sort of just really tight and bent over and no strength in my back and the pain like wasn't going away.  I think she put me on Flexeril as a muscle relaxant to try to help with that. And we had seen her a couple of times in the intervening days there maybe. And the pain wasn't going away, the back pain wasn't going away.  And so I ended up getting the X-ray from Milford Memorial because I was able to call them and I guess they mailed me a CD, which I brought into Ms. Milward or put in their portal or something.  And she noticed the comments on the X-ray, which I guess -- this was all new to me at the time.  I didn't know that this is how it works, but the on-call doctor is not necessarily the specialist. So the on-call doctor looks and sees if it's like broken in half or whatever, but then the X-ray specialist reads it later.  And then that specialist comments like yeah, there's probably a fracture here; I recommend a MRI. And so that was her recommendation that I go get that MRI.",a,THE WITNESS,start_question
314,1103,53,5,Okay.  And you eventually did that on October 17th.  Is that right?,q,MS. COLE,start_answer
315,1105,53,7,"That sounds right, but I'm not 100 percent sure.",a,THE WITNESS,start_question
316,1107,53,9,And at that point were you referred to an orthopedic doctor?,q,MS. COLE,start_answer
317,1109,53,11,Yes.,a,THE WITNESS,start_question
318,1110,53,12,Dr. Tannous?,q,MS. COLE,start_answer
319,1111,53,13,Yeah.,a,THE WITNESS,start_question
320,1112,53,14,And were you recommended to him by Ms. Milward or someone else?,q,MS. COLE,start_answer
321,1114,53,16,I don't think she gave me his name specifically.  I think that I needed to get the MRI and follow up with an orthopedic specialist is probably what she said.  And that place is right around the corner from our house and appointments were queuing up there so...,a,THE WITNESS,start_question
322,1121,53,23,So did Dr. Tannous review your MRI and discuss with you the results?,q,MS. COLE,start_answer
323,1124,54,1,Yeah.,a,THE WITNESS,start_question
324,1125,54,2,And what's your understanding of what the MRI showed?,q,MS. COLE,start_answer
325,1127,54,4,"As I understand it, it's called a compression fracture of my T11, T12 and L1 vertebrae?  Vertebrae, yeah.",a,THE WITNESS,start_question
326,1130,54,7,"And what, if any, treatment did he recommend to you at that time for that condition?",q,MS. COLE,start_answer
327,1133,54,10,So immediately like right there that day they put this crazy back brace on sort of the shoulders with all these different pull straps to tighten it.  And the relief of getting that thing on was just like instant validation for the pain that I had been feeling for like three weeks. Sorry.  That's not what you asked. He recommended that I wear that brace for a period of I think six to eight weeks and then gradually wean myself off of the brace and then start a course of physical therapy for my back.,a,THE WITNESS,start_question
328,1149,55,1,All right.  Did you have to wear that back brace 24/7?,q,MS. COLE,start_answer
329,1151,55,3,"No. I didn't have to wear it to sleep or shower, but I wanted to.",a,THE WITNESS,start_question
330,1153,55,5,"Okay.  So you received the brace, were instructed to wear it for six to eight weeks?",q,MS. COLE,start_answer
331,1156,55,8,Yes.,a,THE WITNESS,start_question
332,1157,55,9,You didn't necessarily have to wear it to shower or sleep.  Did the back brace help with the pain?,q,MS. COLE,start_answer
333,1160,55,12,Absolutely.  So much.,a,THE WITNESS,start_question
334,1161,55,13,All right.,q,MS. COLE,start_answer
335,1162,55,14,"I mean I was having trouble getting out of bed.  Like I couldn't lay flat on my back and sit up.  I didn't have the muscle strength to do that or the back sturdiness, whatever it is.  I couldn't do that. I had to lean over, kick my legs off the side of the bed in order just to get myself up and out of bed.  And then as soon as you get that brace on, I could like stand up on my own.",a,THE WITNESS,start_question
336,1172,55,24,Okay.  So your understanding was you would be wearing this brace for the next six to eight weeks and then would have to like undergo physical therapy at that point?,q,MS. COLE,start_answer
337,1178,56,5,Yes.,a,THE WITNESS,start_question
338,1179,56,6,Was there ever any conversation as to the potential need for surgery at all?,q,MS. COLE,start_answer
339,1181,56,8,"He did not recommend surgery.  I don't remember discussing it.  I don't think we did. And his take was there's not a lot they can do for compression fractures. There's some weird experimental stuff where they are like squirting gel in your vertebrae but, otherwise, you just kind of let your back heal and then you should be good.",a,THE WITNESS,start_question
340,1191,56,18,"Okay.  So after six to eight weeks you were able to remove or essentially stop using the back brace, correct?",q,MS. COLE,start_answer
341,1194,56,21,Right.,a,THE WITNESS,start_question
342,1195,56,22,And at that point you then started doing physical therapy.  Is that right?,q,MS. COLE,start_answer
343,1197,56,24,That's right.,a,THE WITNESS,start_question
344,1199,57,1,You went to MedStar PT?,q,MS. COLE,start_answer
345,1200,57,2,"Yeah.  So two things.  One, there was some overlap with me wearing the back brace and me doing physical therapy.  It was sort of a wean yourself off of it kind of situation. And then I would say broadly about MedStar they have done a fantastic job of making you feel like you're at the same place every time and you're definitely not.  There's MedStar Lafayette, which also has -- like the MRI place is separate from the PT place is separate from the doctor's office. So I feel sorry for you guys of having to go through all of these records because there's like different billing offices that all have just the same front desk. So if you're going to ask me clarification on which specific MedStar, it's not even a location, but like which exact one, it's all over the map there for them.",a,THE WITNESS,start_question
346,1224,58,1,The records that I have show that you attended about eight visits of physical therapy for your back.,q,MS. COLE,start_answer
347,1227,58,4,"Yeah.  That sounds about right. And there was another course of therapy about a year later that hasn't made its way to the records yet, but it is mentioned in one of the write-ups in there.",a,THE WITNESS,start_question
348,1232,58,9,And was that also at MedStar PT?,q,MS. COLE,start_answer
349,1233,58,10,"Yeah, the same place, the Lafayette Center.",a,THE WITNESS,start_question
350,1235,58,12,"As of January 6, 2017 it was noted that you were pain-free with activity, had met all your goals and are okay for discharge. Do you agree with that?",q,MS. COLE,start_answer
351,1240,58,17,"I wouldn't say pain-free, no, definitely not.  But if you mean pain-free like with activity?  I don't know if that means with activity. Our goals for physical therapy were to get me to be able to use my back again, or at least that was my understanding of the goals, and I was able to do that. And the exercises that I learned and the routine that I got into there was very helpful for me and it was something that I was able to continue on my own. The time commitment required to continue to take an hour out of the workday to go to physical therapy was not sustainable, but most of the time you go there and it's the same sorts of exercises and they're just sort of standing there with you.  There's not a lot that you can't do at home.",a,THE WITNESS,start_question
352,1263,59,15,"Explain to me the progress that you made with your back over a course of months from October through the end of the year, meaning October of 2016 to the end of 2016.",q,MS. COLE,start_answer
353,1267,59,19,"Yeah.  So I mean first and foremost my primary focus during this entire period was Cecilia and helping her through everything.  So I'm not even sure that I focused on my injuries anywhere near the level I should have, so it's difficult. When I got into PT was like really the first time that I was even thinking about mapping my progress or anything like that.  I was just so happy to have this brace that I didn't have pain so that I could get her to all of the appointments that we had to get her to. And so October is fuzzy for me. Right?  And then November is fuzzy.  And then as we get into -- I don't know when PT starts.  Like mid-November I think is when I start to make a little bit progress because I'm actually paying attention to it and the time has passed enough so that the bones have healed enough and we can start to work on the muscles. It's sort of like you need the brace while you wait for the bones to heal but during that time all of the muscles die or atrophy in the process so then your next thing you need to do is get them back up to shape.",a,THE WITNESS,is brackets
354,1296,60,23,(A discussion was held off the record.),brackets,,start_question
355,1300,61,2,"When you stopped physical therapy at that point, early January of 2017, did you have periods of time where you did not experience pain in your back anymore?",q,MS. COLE,start_answer
356,1304,61,6,"Yes.  Yeah.  It's not and it wasn't in January a 24-hour-a-day pain.  It's a pain that is triggered by a specific type of activity, and it's any activity that requires my back to independently support itself.  So the most common are standing at a counter for any reason, cutting vegetables, preparing food, whatever, doing dishes or gardening because your hands are sort of out in front of you with some tools.  Those are the most common and it's every time for those things.  Any time I'm doing any of those things for more than five minutes the pain is there, and that was the case in January 2016 as well. But what changed is I could actually get out of bed.  I could walk around without pain.  That was what we had got through in physical therapy.",a,THE WITNESS,start_question
357,1324,62,1,"Okay.  So by January of 2017 you still experienced pain in your back, but it was more situational in nature, typically related to standing for a period of time?",q,MS. COLE,start_answer
358,1328,62,5,"Yeah.  I wouldn't call it standing though.  It's really using my hands out in front of me, yeah.",a,THE WITNESS,start_question
359,1331,62,8,All right.  You have already mentioned that you believe you sustained a concussion as a result of this accident. Tell me what symptoms you believe you had that were a result of that concussion and how long did they last for.,q,MS. COLE,start_answer
360,1337,62,14,"So, you know, everything is very much mixed up in the days and weeks after the accident.  And, again, like I said, my number one goal was focus on Ceci at the time. I think I was immediately out of work for maybe two full weeks or a week and a half before I tried to go back.  And that's when it really hit home for me, that first day back at work.  I was on a call and I just had no idea what anybody was talking about and it was like my time to comment because it was like my area and there was no comment coming.  That's when I knew that something was wrong. I had been having headaches. That could have been.  I don't know.  That could have been.  But I know now later that that was the concussion.  I had headaches. I had fatigue.  But it wasn't until I got back to work that day when I realized there was like something going wrong in my brain.",a,THE WITNESS,start_question
361,1360,63,12,"So headaches, fatigue and some sort of cognitive deficit?",q,MS. COLE,start_answer
362,1362,63,14,Yes.,a,THE WITNESS,start_question
363,1363,63,15,Okay.  Tell me about your headaches.  How frequently would you get them back then in October-November 2016?,q,MS. COLE,start_answer
364,1366,63,18,"Daily.  Certainly in October.  And I got -- that went away much faster than it did for Cecilia, so I'm grateful for that but sorry for her.  But certainly daily in the weeks right after the accident and then less frequently thereafter and I would say that headaches were not really a thing certainly in January.",a,THE WITNESS,start_question
365,1375,64,2,Of 2017?,q,MS. COLE,start_answer
366,1376,64,3,Correct.,a,THE WITNESS,start_question
367,1377,64,4,"How about the fatigue, for how long did you experience fatigue that you related to the concussion?",q,MS. COLE,start_answer
368,1380,64,7,"Certainly all of October and most of November, yeah.",a,THE WITNESS,start_question
369,1382,64,9,"The cognitive deficit that you've described, how long did you experience that symptom?",q,MS. COLE,start_answer
370,1385,64,12,"For the rest of that year, yeah.  I mean it's not like it immediately turned off on December 31st or something, but those three months were bad.",a,THE WITNESS,start_question
371,1389,64,16,But by 2017 you had noticed a significant improvement?,q,MS. COLE,start_answer
372,1391,64,18,That's right.,a,THE WITNESS,start_question
373,1392,64,19,Do you still have any problems with cognitive deficit that you believe was related to this accident?,q,MS. COLE,start_answer
374,1395,64,22,I don't think so.,a,THE WITNESS,start_question
375,1396,64,23,You told me that you returned to physical therapy for your back at some point more recently than January of 2017?,q,MS. COLE,start_answer
376,1400,65,2,Yeah.,a,THE WITNESS,start_question
377,1401,65,3,Tell me again.  When was that?,q,MS. COLE,start_answer
378,1402,65,4,I believe it was the summer of 2018.,a,THE WITNESS,start_question
379,1404,65,6,And why did you go back?,q,MS. COLE,start_answer
380,1405,65,7,For those pains that I've described.  I think you called them situationally.,a,THE WITNESS,start_question
381,1408,65,10,Situational back pain?,q,MS. COLE,start_answer
382,1409,65,11,Situational back pain.  There it is.,a,THE WITNESS,start_question
383,1411,65,13,And how long did you go to physical therapy at that time?,q,MS. COLE,start_answer
384,1413,65,15,"It was another like ten or twelve session course.  You know, they dole them out in chunks.  That's how the insurance works.  They're sort of driving the show there, not the practitioners.",a,THE WITNESS,start_question
385,1418,65,20,"Okay.  Your left wrist complaints, did those resolve fairly shortly after the accident?",q,MS. COLE,start_answer
386,1421,65,23,Yeah.,a,THE WITNESS,start_question
387,1422,65,24,"Your lumbar strain, did that resolve pretty soon after the accident?",q,MS. COLE,start_answer
388,1425,66,2,"I kind of mixed that up with the back thing, so I think that's all related. I still get that pull right up my back sometimes.",a,THE WITNESS,start_question
389,1429,66,6,"Okay.  You attended some therapy sessions with your wife at Therapy Group of D.C., right?",q,MS. COLE,start_answer
390,1432,66,9,"Is that Dr. Fitzgerald?  I believe it is.  But if that's the one, then that's the one.  That's the only therapy we went to together so maybe that makes it easy.",a,THE WITNESS,start_question
391,1436,66,13,"Okay.  Well, then that does.",q,MS. COLE,start_answer
392,1437,66,14,Yeah.,a,THE WITNESS,start_question
393,1438,66,15,That would be in October of 2016?,q,MS. COLE,start_answer
394,1439,66,16,That's right.,a,THE WITNESS,start_question
395,1440,66,17,Were you two there in order to address any type of problems that you were having as a couple following the accident?,q,MS. COLE,start_answer
396,1443,66,20,"Like marital type, couple type problems?  Is that what you're asking?",a,THE WITNESS,start_question
397,1445,66,22,Marital problems that you were having because of any conditions you sustained as a result of the accident.,q,MS. COLE,start_answer
398,1449,67,1,The problem wasn't our connection to one another.  It was symptoms that we were both experiencing independently and concurrently as a result of the accident.,a,THE WITNESS,start_question
399,1453,67,5,"Tell me, if you would, in your words what type of emotional problems were you having following this accident that were caused by this accident?",q,MS. COLE,start_answer
400,1457,67,9,"I mean the accident itself was completely traumatic and upended your life in every way.  And when you throw on all of the stress of dealing with all of the medical stuff on top of that, you know, we needed help.  And Ceci's finger pointing in the wrong direction was kind of the focus because it's right there and it's sort of obvious and that's what you need to do. And then so we're dealing with that and they got to put her under and she's got surgery and all that.  And then okay, maybe she's like in a cast and maybe I had the back brace and a diagnosis by then.  So it's like okay, the physical stuff is maybe under control.  Let's like try to go to work or try to do some normal stuff after that.  And it's just not anywhere near the realm of possibility. Right? So unable to function like a normal human being when it comes to just any -- I don't know -- any task.  I'm sorry.  I guess I'm not really answering as to emotions. We had I think tried to go to that -- we went to the Ren Fest.  It was like the wrong thing.  And maybe -- I can't remember what the exact trigger was, but there were a couple of things that we had tried to do that were sort of normal life things, going to work being one of them. And then I remember just being in the house and, again, it's difficult to understate the impact of this.  But Ceci, she's a different person for months, for months after this.  And she just sort of, she had this sort of empty look, empty look in her eyes and she just wasn't there and she looked at me and she said, ""My brain is not the same,"" just right out there super honest.  Not like I think this thing might be wrong with me or whatever.  Just like factually ""My brain is not the same.  I need to see somebody.  I need to talk to somebody.  It's not just my finger. There's something else going on here."" And that's what prompted us to try to get that appointment.  And either from him directly or from Ms. Miller -- I can't remember who -- it was also recommended to go see the concussion specialist.  And they're really hard to get and that's why we don't end up seeing them for a couple of weeks after the accident and it's just really, really hard to get those appointments. Ceci mentioned an appointment with Jessica Clark and she was able to get that evaluation that fall, but her full-day evaluation wasn't until April, but I scheduled it on like October 5th.  I mean it was crazy.  That's how backed up those people are.  I don't know if it's a D.C. thing or if it's everywhere or what. So that's what prompted us to go there.  We know we needed help.  Like we didn't know at the time that it was concussion related, emotional related, just trauma generally.  We needed help because we weren't normal.  We weren't living our lives normally.  I wasn't -- you know, you just don't cry every day.  That's not normal.",a,THE WITNESS,start_question
401,1534,70,11,"Aside from those three visits with Therapy Group of D.C., did you see any other mental health providers associated with the accident?",q,MS. COLE,start_answer
402,1538,70,15,That's not the concussion people. Right?,a,THE WITNESS,start_question
403,1540,70,17,Right.,q,MS. COLE,start_answer
404,1541,70,18,"Mental health.  We're breaking that separate. So I would say no, I did not see any mental health professionals related to the accident or otherwise.",a,THE WITNESS,start_question
405,1546,70,23,Have you and your wife ever been to couples therapy?,q,MS. COLE,start_answer
406,1549,71,1,No.,a,THE WITNESS,start_question
407,1550,71,2,"As a result of the accident, have you noticed any kind of fears, irrational fears related to public transportation or moving vehicles at all?",q,MS. COLE,start_answer
408,1554,71,6,"I might have called them irrational prior to October 1st, 2016, but now I would call them perfectly rational and it has happened every single time since then.",a,THE WITNESS,start_question
409,1558,71,10,Okay.  So every time you're in a vehicle or a public transportation you feel increased anxiety?,q,MS. COLE,start_answer
410,1561,71,13,"Yeah.  Absolutely.  It's a little bit better in my own car or on my own bike because there's some semblance of control here, which is a big thing that you don't have in the Jolly Trolley or any of those other types of situations, but it's ever-present any time.",a,THE WITNESS,start_question
411,1568,71,20,Has that fear ever prevented you or restricted you from doing something that you would have otherwise done?,q,MS. COLE,start_answer
412,1571,71,23,"Doing or enjoying to the fullest? I would certainly say that.  One of the most recent severe events was this past Thanksgiving.  Ceci had some family in town from California who we don't see all that often, driving just up to Baltimore.  It's 45 minutes from the house, but it's Thanksgiving day so traffic is a little bigger. And it's just one of those days when everybody is a little jammed up on the highways and a little crazy and somebody did something dumb, like cut over.  I mean Ceci's in a full-blown panic attack, tears. Like I wasn't sure if I should pull over or not.  It was that serious.  That has happened a lot since the accident, but never -- this was a particularly bad one. And then the whole rest of Thanksgiving was colored by that because she immediately called her mother afterwards and then her aunts and uncles are there and saying what's going on?  You know how family is sometimes.  So half of Thanksgiving was colored by this moment in the car there. I could talk forever about anxiety on transit.  If it's helpful, I can give some more examples.",a,THE WITNESS,start_question
413,1602,73,4,That's okay.  Thank you. When is the last time you saw Dr. Tannous?,q,MS. COLE,start_answer
414,1605,73,7,"I mean he is the one who recommended the second course of physical therapy, which I believe was summer of 2018.",a,THE WITNESS,start_question
415,1609,73,11,So you must have seen him more recently than December of 2016?,q,MS. COLE,start_answer
416,1611,73,13,Yeah.  There's just that one chart that's missing there.,a,THE WITNESS,start_question
417,1613,73,15,That's fine.,q,MS. COLE,start_answer
418,1614,73,16,And that was one appointment with Dr. Tannous and he recommended the ten physical therapy sessions.,a,THE WITNESS,start_question
419,1617,73,19,"Since having the X-ray at Milford Memorial and then the subsequent MRI with MedStar Imaging later that October, have you ever had any subsequent X-rays or MRI's to your back?",q,MS. COLE,start_answer
420,1622,73,24,No.  I don't think so.,a,THE WITNESS,start_question
421,1624,74,1,"As you sit here today, do you believe you will need any subsequent X-rays or MRI's to your back?",q,MS. COLE,start_answer
422,1627,74,4,"The way that Dr. Tannous put it for me was that my back is a different shape. I got to retrain the muscles to get used to the new shape and it's going to be a daily exercise that I'm going to deal with and there's going to be a period of my life where I'm able to work at it with yoga and exercises and everything and generally get close to normal.  And then he indicated that it's going to get a lot worse when I get older. Does that mean I need to get more X-rays?  I'm not sure.  He didn't say you will need more X-rays, but he said this often comes back later in life is basically what he said.",a,THE WITNESS,start_question
423,1643,74,20,Did he say that within a reasonable degree of medical certainty?,q,MS. COLE,start_answer
424,1645,74,22,I couldn't answer that.  He told me that so I trust that he said it with a reasonable degree of medical certainty.,a,THE WITNESS,start_question
425,1649,75,1,"Well, did he say it was a possibility or that it was something that was definitely going to happen?",q,MS. COLE,start_chat
426,1652,75,4,Objection. You can answer.,side_chat,MS. ORSI,start_answer
427,1654,75,6,I don't -- I wouldn't characterize it as he said 100 percent certain this is going to happen to you.  It was more like this always happens.,a,THE WITNESS,start_question
428,1658,75,10,Okay.  Do you have any current plans to see Dr. Tannous/Tannos in the future?,q,MS. COLE,start_answer
429,1661,75,13,"I trip up on it every time. And I don't have anything scheduled, no, but he's who I'll call if it gets worse.",a,THE WITNESS,start_question
430,1665,75,17,Do you have any plans to return to physical therapy in the future?,q,MS. COLE,start_answer
431,1667,75,19,"At his recommendation, but otherwise no, nothing on the calendar.",a,THE WITNESS,start_question
432,1669,75,21,Do you have any plans to return for any type of mental health counseling in the future?,q,MS. COLE,start_answer
433,1672,75,24,"If ""plans"" means like I scheduled it?  No.  But I'm sure it needs to come.",a,THE WITNESS,start_question
434,1675,76,2,Do you believe that this accident has precluded you in any way from advancing in your career?,q,MS. COLE,start_answer
435,1678,76,5,Yes.,a,THE WITNESS,start_question
436,1679,76,6,In what way?,q,MS. COLE,start_answer
437,1680,76,7,"I mean it's not like there are clear promotion or career advancement opportunities that you're actively rejecting or not going for, so maybe not like discretely like that. But I spent a year of my life distracted and engaged in other stuff.  I spent two months like not even there and then I spent the better part of the next ten months just dealing with this, right, dealing with this for myself, dealing with this for my wife and not being present at work and my performance at work suffered, absolutely. There are a whole lot more titles left to get at my work, but I've gotten a promotion every two or three years since I started in 2006 and it sure hasn't changed since the one that I have now. Yeah, that's frustrating.  And I fell like being more present and engaged during that period would have been helpful for career advancement. So can I explicitly point to an explicit opportunity?  No. But do I think it had an impact?  Yes.",a,THE WITNESS,start_question
438,1707,77,9,"How about on a more personal level, do you believe that the accident and any effect from the accident has played a role in delaying, postponing or even canceling any type of other types of opportunities in your personal life?",q,MS. COLE,start_answer
439,1713,77,15,"Yeah.  So I would point to two here and the one that we already talked about a little bit, which is having children. Absolutely this had an impact.  Ceci and I had talked about that off and on since we were married and we've always said we will have kids since we first started dating. And we weren't actively trying before the accident, but there was no chance on earth that we were going to try for the next year at least.  And then when we finally did get around to starting, super personal, like over a year and a half ago, we had an awful time with it.  And I just can't help but wonder -- they keep telling us that age is a factor in conception success.  And I can't help wonder had we started three years earlier, at least you get 36 more tries, right, I mean if nothing else, right?  Whether or not it's less possible because I'm older, I'm not the one to say.  But 36 more tries would have been nice, right?",a,THE WITNESS,start_question
440,1737,78,14,Okay.  You said there were two.,q,MS. COLE,start_answer
441,1738,78,15,"Sorry.  And the second is I am like a less active person, generally speaking, coming out of this accident than I was prior.  I was absolutely an avid cyclist prior to the accident and I would still consider myself a cycling enthusiast, but I haven't been on a single long ride since that accident.  And it was not uncommon for me to go five or six hours on a weekend, eighty miles or whatever.  I just love spending time on my bike. And it's not necessarily the back that has precluded me from that but it's just the over sense of fatigue and certainly for the first year there was so much going on in my life with all of the appointments and everything that we have to get to that there wasn't time for that sort of thing. I used to go rock climbing about two nights a week and that's the sort of thing that if you lose it, it's hard to get back.  Like every time you take a break, you come back and you never quite get to where you were and probably just because I'm getting older or whatever.  But I tried to go back to rock climbing in maybe February that following year and just didn't have the strength, was not having any fun with it and just brought all this screaming back -- streaming back to me that this used to be something that I did all the time and went on trips.  I've taken numerous overnight climbing trips, love it. And it stopped because of this.",a,THE WITNESS,start_question
442,1775,80,2,And you were present for when your wife described some of the vacations that you both have been on since this accident. Are there any others that she may have forgotten to mention that stick out in your mind?,q,MS. COLE,start_answer
443,1781,80,8,"No.  No.  I don't think so.  I mean I think once or twice we've gone somewhere for like one or two nights. We went to Kristlyn's birthday party in Virginia Beach.  We went to -- we tried to go to Yaron's and Lauren's wedding, which was canceled for a hurricane, but we got halfway, so a couple of those but that's about it.",a,THE WITNESS,start_question
444,1790,80,17,Okay.  I want to ask some questions about the accident itself. Do you need a break at all?,q,MS. COLE,start_answer
445,1793,80,20,No. I'm okay.,a,THE WITNESS,start_question
446,1794,80,21,Okay.  What time did you arrive in Dewey Beach?,q,MS. COLE,start_answer
447,1796,80,23,"Friday evening.  We did not take the day off work, so it would have been probably on the later side, closer to 10:00 would be my guess.",a,THE WITNESS,start_question
448,1801,81,3,Had you ever been to Dewey Beach before?,q,MS. COLE,start_answer
449,1803,81,5,Yeah.  I had a good friend in high school whose parents had a house there so we would go in the summer for a week or so at a time.,a,THE WITNESS,start_question
450,1807,81,9,Had you ever ridden the Jolly Trolley before?,q,MS. COLE,start_answer
451,1809,81,11,I don't think so.  I didn't really have any recollection of it or memory or knowledge of it until the wedding or the day of the accident.,a,THE WITNESS,start_question
452,1813,81,15,And who is Stephanie Novak?,q,MS. COLE,start_answer
453,1814,81,16,She's a good friend of mine from college.,a,THE WITNESS,start_question
454,1816,81,18,She was the one that was going to get married that weekend?,q,MS. COLE,start_answer
455,1818,81,20,"That's right, her and Andrew, who I have known for many years as well, but I met him through Stephanie.",a,THE WITNESS,start_question
456,1821,81,23,Was he also a student at St. Mary's College?,q,MS. COLE,start_answer
457,1824,82,1,"No.  They met afterwards in Baltimore, I believe.",a,THE WITNESS,start_question
458,1826,82,3,"The day of the accident, what did you do that day, if you can recall?",q,MS. COLE,start_answer
