,indice,page_number,line_number,text,text_type,speaker,time_added
280,844,43,24,"Well, he said he knows nothing about insurance coverage and that's what these depositions were supposed to be about.",side_chat,MS. BURLEIGH,start_chat
281,849,44,4,Are you instructing him not to answer those?,side_chat,MR. HEDRICK,start_chat
282,851,44,6,I can't instruct him not to.,side_chat,MS. BURLEIGH,start_chat
283,853,44,8,"I understand that.  So, can we go back to --",side_chat,MR. HEDRICK,start_chat
284,855,44,10,Move on.,side_chat,MS. BURLEIGH,start_chat
285,856,44,11,Okay.,side_chat,MR. HEDRICK,start_question
286,858,44,13,"Sir, do you know why -- If the answer is you don't know, just tell me that.  Do you know why the Delaware River and Bay Authority doesn't report to the Federal Highway Administration and DelDOT does?",q,MR. HEDRICK,start_chat
287,864,44,19,I object to the form.,side_chat,MS. BURLEIGH,start_chat
288,866,44,21,I don't know why.,side_chat,THE WITNESS,start_question
289,868,44,23,Okay.  And I gather from your testimony you're not the person that would go to look at any of those reports or photographs?,q,MR. HEDRICK,start_answer
290,873,45,3,On occasion I look at that information for my own bridges.  I never look at it for Delaware Memorial Bridge.,a,THE WITNESS,start_question
291,876,45,6,"Okay.  Right.  So, although Jason may get that information, you don't have any reason to go look at it?",q,MR. HEDRICK,start_answer
292,879,45,9,No.,a,THE WITNESS,start_question
293,880,45,10,Do you have any interaction with the Delaware River and Bay Authority?,q,MR. HEDRICK,start_answer
294,882,45,12,"On occasion, yes.",a,THE WITNESS,start_question
295,883,45,13,Who is your contact there?,q,MR. HEDRICK,start_answer
296,884,45,14,"Their Chief Engineer is a gentleman by the name of Dave Hoppenjans, and there is a Project --",a,THE WITNESS,start_question
297,887,45,17,Do you know how to spell that?,q,MR. HEDRICK,start_answer
298,888,45,18,"H-O-P-P-E-N-J-A-N-S. -- and a Project Engineer that I deal with on occasion named Greg Pawlowski, PA-W-L-O-W-S-K-I.",a,THE WITNESS,start_question
299,892,45,22,"Dave Hoppenjans, what's his title?",q,MR. HEDRICK,start_answer
300,893,45,23,I believe he's the Chief Engineer. That's my understanding.,a,THE WITNESS,start_question
301,896,46,1,And you have no knowledge of insurance coverage that Delaware River and Bay Authority may have?,q,MR. HEDRICK,start_answer
302,899,46,4,I do not.,a,THE WITNESS,start_question
303,900,46,5,"Other than looking at some maintenance documents and speaking to the woman who provided the information for Exhibit 1 where to put the line, did you look at any other documents for purposes of today?",q,MR. HEDRICK,start_answer
304,906,46,11,No.,a,THE WITNESS,start_chat
305,907,46,12,Those are all the questions that I have. MR. McTAGGART,side_chat,MR. HEDRICK,start_chat
306,911,46,16,No questions.,side_chat,MR. WYNN,start_chat
307,912,46,17,No questions. MR. McTAGGART,side_chat,MR. EKINER,symbols
308,915,46,20,------ EXAMINATION,symbols,,symbols
309,917,46,22,------,symbols,,start_question
310,919,46,24,"Mr. McCleary, I have a couple questions.  Just so you know, I represent the Delaware River and Bay Authority. Okay?",q,MS. BURLEIGH,start_answer
311,924,47,4,Okay.,a,THE WITNESS,start_question
312,925,47,5,"With respect to the black line that you marked on Exhibit 1, did you have any communications with anyone at the Delaware River and Bay Authority to determine where to put that line?",q,MS. BURLEIGH,start_answer
313,930,47,10,I did not.,a,THE WITNESS,start_question
314,931,47,11,"Okay.  And with respect to any maintenance obligations the Delaware River and Bay Authority might have with respect to the Delaware Memorial Bridge, you have no idea where those are, correct?",q,MS. BURLEIGH,start_answer
315,936,47,16,Correct.,a,THE WITNESS,start_chat
316,937,47,17,I'm just going to reserve the right to bring this witness back should we need to do that for other purposes with respect to the other issues in the case. We weren't expecting you to testify with regard to maintenance or anything else with regard to the bridge. Okay?,side_chat,MS. BURLEIGH,start_chat
317,947,48,2,Yes.,side_chat,THE WITNESS,start_chat
318,948,48,3,Thanks. MR. McTAGGART,side_chat,MS. BURLEIGH,start_chat
319,951,48,6,"No, thank you. MR. McTAGGART",side_chat,MS. SACK,start_chat
320,954,48,9,No. MR. McTAGGART,side_chat,MR. HEDRICK,is brackets
321,957,48,12,"(Witness was excused at 4:35 p.m.) INDEX DEPONENT:  ROBERT BRIAN McCLEARY   PAGE Examination by Mr. Hedrick        3 Examination by Ms. Burleigh      35 EXHIBITS NUMBER         DESCRIPTION          PAGE Exhibit 1   Aerial map               21 READING AND SIGNING INSTRUCTIONS After reading the transcript of your deposition, please note any change or correction and the reason therefor on the errata sheet that appears on the following page.  DO NOT MAKE ANY MARKS OR NOTATIONS ON THE TRANSCRIPT ITSELF.  Please sign and date the errata sheet and return it to your office that the address indicated below. Our office will distribute copies of the executed errata sheet to all counsel.  If necessary, you can make additional copies of the errata sheet. Rule 30(e) governing this procedure proves the deposition may be filed as transcribed if you do not return a signed errata sheet within 30 days. RETURN ORIGINAL ERRATA SHEET TO: Wilcox & Fetzer, Ltd. 1330 King Street Wilmington DE  19801 deops@wilfet.com (302) 655-0477 DEPONENT:  ROBERT BRIAN McCLEARY Id NO      N18C-08-099 PRW PAGE/LINE    CHANGE OR CORRECTION AND",brackets,,symbols
322,1028,51,5,---/---     -------------------------------,symbols,,symbols
323,1030,51,6,---/---     -------------------------------,symbols,,symbols
324,1032,51,7,---/---     -------------------------------,symbols,,symbols
325,1034,51,8,---/---     -------------------------------,symbols,,symbols
326,1036,51,9,---/---     -------------------------------,symbols,,symbols
327,1038,51,10,---/---     -------------------------------,symbols,,symbols
328,1040,51,11,"---/---     ------------------------------- I have read the foregoing any corrections or changes noted above, I accurate record of the statements made by ROBERT BRIAN McCLEARY STATE OF DELAWARE ) hereby certify that there came before me on ROBERT BRIAN McCLEARY, who was duly sworn for the respective parties; that the answers given were taken down by me in by use of computer-aided transcription and I further certify that the of the testimony given at said examination I further certify that I am not party, or otherwise interested in the event Patrick J. O'Hare, RPR",symbols,,end
