,indice,page_number,line_number,text,text_type,speaker,time_added
216,869,35,3,"I'm not sure.  I thought it was on a bicycle. But I don't know -- I didn't interview the brother.  I don't know -- I don't think his involvement was much in this at all.  His name only came up once, I think.",a,THE WITNESS,start_question
217,875,35,9,"Well, later on you did a warrant to arrest Arvis Brown for possession of firearm by a convicted felon; correct?",q,MR. FRANKEL,start_answer
218,878,35,12,Correct.,a,THE WITNESS,start_question
219,879,35,13,And that was based solely on the statements that you had received or information you received from Dontre Anderson and Matthew Cunningham; correct?,q,MR. FRANKEL,start_answer
220,883,35,17,"That they witnessed him with possession of the gun, yeah.",a,THE WITNESS,start_question
221,885,35,19,Did you ever issue a warrant for his arrest?,q,MR. FRANKEL,start_answer
222,887,35,21,"I did not. But later on there was a -- I guess a gun on a Facebook post that looked like it. But, no, we didn't recover the gun. As far as I know, we didn't recover the gun.",a,THE WITNESS,start_question
223,893,36,2,All right.  And would it be a fair statement to say that you sought that warrant initially because you wanted to get Arvis Brown into custody because he had become a suspect in the shooting on the 25th and the 28th?,q,MR. FRANKEL,start_answer
224,898,36,7,"How do I put this?  Um, that was, um, after discussing the case -- after -- after, um, what I believed was all the evidence that we had at the time and the urgency, Arvis's -- the shooting the next day at Dontre's house and, you know, yes, we were concerned that he was keeping his word he was going to kill everybody involved with his brother's death, I thought, you know, with all the evidence we had gained up until this point before the shooting, Curcio shooting with the Cunninghams, I did present a case to -- I did meet with the state attorney, and that was the best route to take. So, yeah, we definitely wanted to get Arvis off the street. We couldn't -- you know, we didn't fabricate anything to get him off the street. We used the statement, you know, from whether you believe that their statements are, you know, what kind of witnesses they are, but they gave us sworn testimony that they saw him armed, and that was enough to violate him. Would I have liked to see him arrested for murder at the time?  Yes, you know, but --",a,THE WITNESS,start_question
225,923,37,7,"But it's a fair statement to say at that point you didn't have probable cause for the murder, so you --",q,MR. FRANKEL,start_answer
226,926,37,10,That's debatable.,a,THE WITNESS,start_question
227,927,37,11,-- were looking for probable cause on anything to get him off the street?,q,MR. FRANKEL,start_answer
228,929,37,13,"That's -- no, I'm not.  That's debatable. I mean, the standards are different between law enforcement and, you know, the State Attorney's Office on what probable cause and how much it is to, you know, go get an arrest warrant for a murder, first degree murder. So the standards are pretty high these days, you know, at the time. So I would have liked to get him off the, you know, charged with murder initially, but a part of the bigger strategy, I guess, was to, you know, violate him this way.  But yeah, ultimately yes, get him off the street, yes.",a,THE WITNESS,start_question
229,944,38,3,"And, by the way, what would be the difference between probable cause for the police and probable cause for the State Attorney, as far as you understand that?",q,MR. FRANKEL,start_answer
230,948,38,7,"Um, I guess, you know, law enforcement doesn't always look at the bigger picture.  You know, we are in a hurry -- a lot of times we are in a hurry to do things, and we don't look at what it's going to take to, you know, to prosecute this person or is witnesses going to be cooperative, are they even going to be around, are they going to, you know -- So, I mean, it's a matter of opinion, I guess, and then policy. You know, I didn't go to law school. I didn't go to law school.  I, you know, went to the police academy. So, you know, I know what probable cause is.  You know, different jurisdictions do it different ways. A lot of places don't have judges sign arrest warrants, and prosecutors never look at them.  So it's a whole different, um --",a,THE WITNESS,start_question
231,968,39,2,"All right.  And in relation to the prosecutor, I think what you are saying is the prosecutor's decision, if they make it on whether to arrest somebody, may include things more than simply what the information you had; it may be will this person be around at some point, is there conflicting evidence, that kind of thing?",q,MR. FRANKEL,start_answer
232,976,39,10,"Yeah, right, and the evidence, itself, you know, with what we perceive as evidence, you know, we can argue, and they say no, legally it's not, or this statement is, no, we can't use this statement because of this reason. So, like I said, I didn't go to law school.  They did. So, you know, once you meet with them, we come up with a different, a better strategy on how to deal with some of these perpetrators. And in this case it was let's get the VOP warrant, because that will, you know, at least get them in custody while we let, you know, forensic evidence come through and things like that.",a,THE WITNESS,start_question
233,992,40,1,"Okay.  So let me jump back to what Mr. Anderson told you on the phone, that his brother was bringing Arvis over to hang out. That's what he told you; right?",q,MR. FRANKEL,start_answer
234,996,40,5,"I don't remember the conversation.  If that's what the transcript says, then, yeah, that's what he told me.",a,THE WITNESS,start_question
235,999,40,8,"Yeah.  And just so we are clear, the question was but you didn't have a phone that night -- or wait -- let me -- now, the story about your brother bringing Arvis over to your house -- what was your brother's name, Derrick or something? Yeah, Derrick. Is that -- was that true you told the detective you came over there earlier in the day, that Derrick brought him over there? Answer:  Well, yeah, early that morning he, I guess Arvis, called him and was like I want to come down there and, you know, chill with you and, you know. So the information that Mr. Anderson was telling you, true or not, was that early that morning his brother brought Arvis over to chill out with Dontre; correct?",q,MR. FRANKEL,start_answer
236,1018,41,2,"If that's what he said.  I mean, it doesn't really mean anything to me whether he did or didn't.",a,THE WITNESS,start_question
237,1021,41,5,"Well, wouldn't that be inconsistent with his story that Arvis put a gun in the bushes and then left?",q,MR. FRANKEL,start_answer
238,1024,41,8,Dontre said that.  Not his brother. Right?,a,THE WITNESS,start_question
239,1026,41,10,"Right.  Dontre said that Arvis came over, put a gun in the bushes, and left.",q,MR. FRANKEL,start_answer
240,1028,41,12,"Well, I don't know that the brother didn't bring Arvis over there.  I mean, I -- I --",a,THE WITNESS,start_question
241,1031,41,15,"Okay.  But my question is Mr. Anderson had told you that Arvis came over, however he got there, put a gun in the bushes, and left.",q,MR. FRANKEL,start_answer
242,1034,41,18,Okay.,a,THE WITNESS,start_question
243,1035,41,19,And came back later and picked it up in the evening.  Right?,q,MR. FRANKEL,start_answer
244,1037,41,21,Okay.  Yeah.,a,THE WITNESS,start_question
245,1038,41,22,"And but here he is telling you that his brother brought him over because Arvis wanted to hang out with him, he wanted to chill with him.  He didn't say that he left.",q,MR. FRANKEL,start_answer
246,1043,42,2,"If you say so.  I mean, I don't know what you are -- I don't know what to tell you. I mean, if he -- well, the reason he came over there, I don't know what the reason was, if the reason was he came to hide a gun or to hang out with them. I don't know if I asked him did he stay, how long did he stay, or did he leave immediately. Maybe he did hang for a little bit and then leave.",a,THE WITNESS,start_question
247,1054,42,13,"Well, in preparing more for Arvis's arrest, you have to make sure that the information you put in there is credible; is that right?",q,MR. FRANKEL,start_answer
248,1058,42,17,"Right.  And I can only go if it's credible by someone swearing that they are telling the truth. And if we are able to verify and vet some of the information, that will be great. But if, you know, they decide to lie under oath, there is nothing I can do about it.",a,THE WITNESS,start_question
249,1065,42,24,"But if there is an indication that the person may not be telling you the truth, like there is an indication that Dontre Anderson may not be truthful about actually seeing Arvis Brown putting a gun in the bushes, that would be important; correct?",q,MR. FRANKEL,start_answer
250,1072,43,6,"That's correct.  But I don't know that the reason that his brother came over to hang out or not to hang out or how long he stayed there had anything to do with his credibility to me. I mean, he wasn't -- I don't think he was being deceitful with me saying that his brother dropped him off and then left a few minutes later or stayed longer.",a,THE WITNESS,start_question
251,1081,43,15,"Well, and I just want to drill down on it.",q,MR. FRANKEL,start_answer
252,1083,43,17,Okay.,a,THE WITNESS,start_question
253,1084,43,18,"If Arvis was coming over to hang out, that would be inconsistent with Arvis putting a gun in the bushes and then leaving?",q,MR. FRANKEL,start_answer
254,1087,43,21,"No.  He could have used the coming out to hang out as an excuse to go over to the house to hide the gun over there. He could have told them I want to come out and hang out, not let them -- not telling them ahead of time I'm coming over to your house to hide a gun, I'm coming over to hang out and, while I'm there, I'm going to hide a gun, but I'm not going to let them know. I don't think he wanted -- Arvis wanted to tell everybody he was hiding a gun there.",a,THE WITNESS,start_question
255,1100,44,9,"So I just want to make it clear, at the time you spoke to him on the phone, he is potentially a suspect because he is in the truck that day; correct?",q,MR. FRANKEL,start_answer
256,1104,44,13,"No.  No.  Um, no.  He wasn't -- Dontre wasn't a suspect.  I didn't have -- in my case, Dontre, I don't think, was ever a suspect that, you know, that we could show that he was in the vehicle. I couldn't show he was ever in the vehicle during the first two days of this investigation.",a,THE WITNESS,start_question
257,1112,44,21,"Well, let me ask you:  During this investigation -- during this statement, he denied ever being in the truck the day that Christopher Jordan was shot; is that correct?",q,MR. FRANKEL,start_answer
258,1117,45,1,"Correct, yeah, I believe so.",a,THE WITNESS,start_question
259,1118,45,2,"And that would be inconsistent with the information that Michael Kelly gave you, that he was in the truck the day of the shooting?",q,MR. FRANKEL,start_answer
260,1122,45,6,"Right, but Michael Kelly gave that information later on after the second murder. I'm not involved -- see, I wasn't involved with the second murder.  I was only involved in the first two or three days of this Christopher Jordan case up until the fact when we got the arrest warrant for him, so I'm not --",a,THE WITNESS,start_question
261,1129,45,13,Let me go back.,q,MR. FRANKEL,start_answer
262,1130,45,14,Go ahead.,a,THE WITNESS,start_question
263,1131,45,15,Didn't you previously testify here that you only found out about Dontre Anderson being in the truck at all the day of the shooting from Michael Kelly?,q,MR. FRANKEL,start_answer
264,1135,45,19,Right.  I wasn't aware that -- I wasn't aware that anyone put Dontre Anderson in the truck prior to the second -- Kelly giving a second interview.,a,THE WITNESS,start_question
265,1139,45,23,"Okay.  So at the time that you speak to Mr. Anderson on the phone and he tells you that he wasn't in the truck at all, that would be inconsistent with the testimony that Mr. Kelly had given you?",q,MR. FRANKEL,start_answer
266,1145,46,4,"I interviewed -- do we have the date on the phone conversation, when that occurred?",a,THE WITNESS,start_question
267,1147,46,6,"I don't because, again, it starts off -- the first thing on here is just you saying --",q,MR. FRANKEL,start_answer
268,1150,46,9,"See, there is nothing -- Dave, there is nothing that --",a,THE WITNESS,start_question
269,1152,46,11,-- hopefully I can hear you better.,q,MR. FRANKEL,start_chat
270,1153,46,12,What was that last thing you said?,side_chat,MS. BANDELL,start_chat
271,1155,46,14,"Hopefully I can hear you better, so there is no -- it wasn't the normal start of a --",side_chat,MR. FRANKEL,start_chat
272,1158,46,17,"I apologize, Dave.",side_chat,THE WITNESS,start_question
273,1160,46,19,I guess the question is do you know the date that you had this phone call with Mr. Anderson?,q,MR. FRANKEL,start_answer
274,1163,46,22,"No, it's not -- it's not documented in my report, me speaking to him on the phone.",a,THE WITNESS,start_question
275,1165,46,24,"You said it was after you had spoken to Mr. Kelly, the second statement by Mr. Kelly, where he does put Dontre Anderson in the truck?",q,MR. FRANKEL,start_answer
276,1169,47,3,"Okay.  So, yeah, so this phone conversation with Dontre might have been to clean up stuff, but it was nothing to do with the first investigation. It all -- anything to do with this second, the phone conversation, would have been -- that's why it's not in my report. It might be in Curcio's report, because this is all after the second murder, the second round of shootings, so --",a,THE WITNESS,start_question
277,1179,47,13,"But what I am driving at is ultimately you do an arrest warrant or affidavit for an arrest warrant for Arvis Brown, as we have discussed. You have to rely -- when you hand that to the magistrate, you have to at least vouch for the credibility of the witness statement in the warrant.  You wouldn't want to give the magistrate information that you believe might not be true; correct?",q,MR. FRANKEL,start_answer
278,1189,47,23,"Correct, but I don't know of any information that was inconsistent at the time I did the warrant for his arrest. I don't think that this phone conversation you're talking about came at that time.  I think it came afterwards, after the second round of shootings.",a,THE WITNESS,start_question
279,1197,48,6,"Well, we have two.  I mean, the first one --",q,MR. FRANKEL,start_answer
280,1199,48,8,"The first statement was that he had the gun in his possession in his waistband before the murder and hid the thing. That's the only information I based my information on, is what his first statement was to me about when Dontre was at his house, Arvis is at his house, hides the gun and retrieves the gun, and he sees him with the gun. But, other than that -- so I don't have any reason to believe it's inconsistent.",a,THE WITNESS,start_question
281,1209,48,18,Did you at anytime consider the fact that Dontre Anderson could have been making that up?,q,MR. FRANKEL,start_answer
282,1212,48,21,"I'm sure, yeah, I'm sure he could have made -- everybody in this whole case could have been lying, could lie. I mean, I don't know.  I mean, it's possible that he left things out.  Sure.",a,THE WITNESS,start_question
283,1218,49,2,"And it appears that he, you know, when he tells you that he was not in the truck that day, that is completely inconsistent with what Michael Kelly says; correct?  Michael Kelly said he was in the truck --",q,MR. FRANKEL,start_answer
284,1223,49,7,"Right, but that --",a,THE WITNESS,start_question
285,1224,49,8,-- but Anderson says I wasn't in the truck?,q,MR. FRANKEL,start_answer
286,1226,49,10,"Again, but my probable cause to arrest, based on his consistency or inconsistency, was prior to that conversation. I didn't know he was in the truck. So was he leaving that part of it out? When he said that Arvis hid the gun and didn't hide the gun, did he leave out the part that he was in the truck with Arvis at the shooting? Apparently, yes. But I had no reason to believe it was inconsistent at the time when I interviewed him and took his statement, the first statement.",a,THE WITNESS,start_question
287,1238,49,22,"Okay.  I just -- I don't want to belabor this. Now, you told me that the first time information you had that Dontre Anderson was in the truck was when Michael Kelly said Dontre Anderson was in the truck; right?",q,MR. FRANKEL,start_answer
288,1245,50,4,"Yeah, I believe so. I don't believe I knew of any -- of Dontre being in the truck until they put him in it, Curcio in the second murder, then Curcio put him in the truck. Unless I'm missing something, I don't remember him telling me he was in the truck.",a,THE WITNESS,start_question
289,1252,50,11,"And during this interview on the phone, you are saying to him, to Mr. Anderson, people are saying you were in the truck.",q,MR. FRANKEL,start_answer
290,1255,50,14,"All right.  But this is -- again, this is later on.  This is not during the first two days of investigation.  This is -- this is after the second round.  When was the statement?",a,THE WITNESS,start_question
291,1259,50,18,"It was after you had learned that information from Michael Kelly; correct? It had to be after -- you actually talked to Dontre Anderson on the phone after you spoke and received the information from Michael Kelly, because you're telling him here in the statement, ""People are putting you in the truck,"" and you got that information from Kelly?",q,MR. FRANKEL,start_answer
292,1268,51,2,"Yeah, I at least spoke to Kelly one time, the first interview with Kelly where Kelly denies he is in the vehicle. It's not until afterwards, after the second shooting is when Kelly admits to being in the vehicle and having -- puts Dontre in the vehicle with him at the time, you know, prior to the shooting, and puts Arvis in the vehicle with him.  That's when Curcio, I think, spoke --",a,THE WITNESS,start_question
293,1277,51,11,"When you had this phone conversation, you knew that Michael Kelly had said that Dontre Anderson was in the truck; correct?",q,MR. FRANKEL,start_answer
294,1280,51,14,I don't -- I --,a,THE WITNESS,start_question
295,1281,51,15,"And I'm saying that because you say in here, and I'm reading, this is on page eight, ""They're saying you were in the truck, and you're not saying, you know, you're saying you were at your house, and they're saying you was in the truck when the truck was moving."" ""So either they're not telling me the truth or you're not telling me the truth, and all I want is the truth."" So my -- I guess my ultimate question to you is at the time you wrote the affidavit, you had reason to believe that Dontre Anderson was not being truthful with you?",q,MR. FRANKEL,start_answer
296,1295,52,4,"No.  I -- you know, again, I don't know when I spoke to, when this phone conversation took place, you know, before or after this affidavit was drafted.",a,THE WITNESS,start_question
297,1299,52,8,"Well, based on the information you have given today, why is it now you believe that this could have been before anybody told you that Dontre Anderson was in the truck?",q,MR. FRANKEL,start_answer
298,1303,52,12,"You want me -- you're trying to, you know, attack his credibility as a wit -- as the first statement he gave me on the hiding the gun in the bushes. And I don't know when he, you know, he gave me -- he told me on the phone that he was in the truck or wasn't in the truck. I can only tell you that what he told me at the house, what he saw Arvis Brown possessing a firearm. Now, you know --",a,THE WITNESS,start_question
299,1314,52,23,You didn't know whether or not that was true or he was completely lying?,q,MR. FRANKEL,start_answer
300,1317,53,1,"Well, we asked a lot of people whether they were in the truck or not, because we didn't know who the driver of the truck was. We only knew that Arvis was probably the guy that got in the passenger's side. Somebody was driving. We didn't know Michael Kelly existed in the beginning of the investigation. So we asked a lot of people that were assoc -- might have been associates of Arvis if they were in the truck or did anyone know if they were in the truck. And most of them said no. I don't know at what point -- you know, you want me to tell you that this conversation took place, and which it did, but when I thought he was not credible or not, because he didn't put himself in the vehicle. And he ultimately was.  But he was inconsistent at some point.",a,THE WITNESS,start_question
301,1337,53,21,Do you have an obligation to make some evaluation of whether or not this person is being truthful when you put information into an affidavit to get a warrant?,q,MR. FRANKEL,start_answer
302,1342,54,1,That's correct.  But I'm not telling you that I did the warrant before or after I had this phone conversation with him.,a,THE WITNESS,start_question
303,1345,54,4,Yeah.  Let me --,q,MR. FRANKEL,start_chat
304,1346,54,5,"Can you guys see us okay?  All of a sudden, it's very --",side_chat,MS. BANDELL,start_chat
305,1348,54,7,Now we can.,side_chat,MR. PATANZO,start_chat
306,1349,54,8,"It's blurry, yeah.",side_chat,THE WITNESS,start_chat
307,1350,54,9,"You can hear, though; right?",side_chat,MS. BANDELL,start_chat
308,1352,54,11,Yeah.,side_chat,MR. FRANKEL,start_chat
309,1353,54,12,Okay.,side_chat,MS. BANDELL,start_question
310,1355,54,14,But you don't recall when you took this -- when you did this phone conversation?,q,MR. FRANKEL,start_answer
311,1357,54,16,"In the beginning of the state -- on the taped statement, it should have the time and the date. You know, usually when I take a statement, you will say this is being done telephonically on this date and this time. But his transcript should have it in the beginning of it what time it started.",a,THE WITNESS,start_question
312,1365,54,24,"No, this one just starts with you saying, ""Yeah, hopefully you can hear me better on this one, because my cell phone in the building don't work so good.  All right.  Hey, Dontre."" And then there is never any indication here of when this statement is being taken.  Let me see if --",q,MR. FRANKEL,start_answer
313,1374,55,8,Was he sworn in?  Was it a sworn statement?,a,THE WITNESS,start_question
314,1376,55,10,"Well, no, it's -- yeah, you put him under oath on the phone.",q,MR. FRANKEL,start_answer
315,1378,55,12,Hmm.,a,THE WITNESS,start_question
316,1379,55,13,"And there is no, nothing at the end either. All right.  Let's leave him for the moment.",q,MR. FRANKEL,start_answer
317,1383,55,17,Okay.,a,THE WITNESS,start_question
318,1384,55,18,Do you recall what it was that you took a statement from Matthew Cunningham?,q,MR. FRANKEL,start_answer
319,1386,55,20,It looks like the same day.,a,THE WITNESS,start_question
320,1387,55,21,All right.  So maybe we can look at his statement.  Hang on a second.,q,MR. FRANKEL,start_answer
321,1389,55,23,"Because they all came in more than once, but they had a -- they come in, I think a second time, to ID the vehicle.",a,THE WITNESS,start_question
322,1393,56,2,"Well, let me say this:  You took a statement from Anderson on the phone, so he didn't come in for that statement.",q,MR. FRANKEL,start_answer
323,1396,56,5,"No, but he came in later on.",a,THE WITNESS,start_question
324,1397,56,6,Was a third statement taken from him?,q,MR. FRANKEL,start_answer
325,1398,56,7,No.  Whatever is -- there's 19. Where's Page 20.,a,THE WITNESS,start_chat
326,1400,56,9,What's wrong?,side_chat,MS. BANDELL,start_chat
327,1401,56,10,"I need Page 20.  Here it is.  Yeah, on the 28th, the statement from Dontre Anderson was taken at the Public Safety Building.",side_chat,THE WITNESS,start_question
328,1406,56,15,What date?,q,MR. FRANKEL,start_answer
329,1407,56,16,The 28th.,a,THE WITNESS,start_question
330,1408,56,17,Okay.  And that was --,q,MR. FRANKEL,start_answer
331,1409,56,18,"So he might have drove down from wherever he was on the same day. If the phone statement was taken the same day, he might have just drove down.",a,THE WITNESS,start_question
332,1413,56,22,Okay.  But you don't -- you don't recall?,q,MR. FRANKEL,start_answer
333,1415,56,24,"Well, I just have that it was at the Public Safety Building, a statement on the 28th.",a,THE WITNESS,start_question
334,1418,57,2,And let me just check the warrant to arrest was on --,q,MR. FRANKEL,start_answer
335,1420,57,4,"The 28th also, I think.",a,THE WITNESS,start_question
336,1421,57,5,"Actually, I got the 25th.",q,MR. FRANKEL,start_chat
337,1422,57,6,No.,side_chat,MS. BANDELL,start_chat
338,1423,57,7,"Hold on.  Um, oh, the 28th.  Yeah, the 28th.  Okay. Well, it was signed on the 28th. Let me see the affidavit. Oh, the 28th.  Absolutely, you're right.  And it was actually done by -- or it was notarized by Hayes for you.",side_chat,MR. FRANKEL,start_question
339,1431,57,15,Okay.  Let's look at the statement of Matthew Cunningham.,q,MR. FRANKEL,start_answer
340,1433,57,17,Okay.,a,THE WITNESS,start_question
341,1434,57,18,All right.,q,MR. FRANKEL,start_answer
342,1435,57,19,That was taken by Hayes.,a,THE WITNESS,start_question
343,1436,57,20,"Now, you don't have that in front of you; right?",q,MR. FRANKEL,start_answer
344,1438,57,22,"I have a synopsis of what he said, told Detective Hayes.",a,THE WITNESS,start_question
345,1440,57,24,Okay.  All right.  So he gets sworn in --,q,MR. FRANKEL,start_chat
346,1443,58,2,"Dave, do you want to e-mail it to me and let him read it so that we don't --",side_chat,MS. BANDELL,start_chat
347,1446,58,5,Yeah.,side_chat,MR. FRANKEL,start_chat
348,1447,58,6,Because I need to take a quick restroom break.,side_chat,MS. BANDELL,start_chat
349,1449,58,8,Yeah.  Do you have your computer there?,side_chat,MR. FRANKEL,start_chat
350,1451,58,10,"Well, I have my phone, so just e-mail it to my work, and I can show him the warrant -- the statement on my phone.",side_chat,MS. BANDELL,start_chat
351,1455,58,14,Okay.,side_chat,MR. FRANKEL,start_chat
352,1456,58,15,Is that all right?,side_chat,MS. BANDELL,start_chat
353,1457,58,16,Yeah.  Let me just --,side_chat,MR. FRANKEL,start_chat
354,1458,58,17,Okay.  Can we go off the record for two minutes so I can go to the restroom.,side_chat,MS. BANDELL,start_chat
355,1461,58,20,Yeah.  Sure.,side_chat,MR. FRANKEL,start_chat
356,1462,58,21,Okay.,side_chat,MS. BANDELL,is brackets
357,1463,58,22,(A recess was taken.),brackets,,start_question
358,1465,58,24,"All right.  So it looks like Cunningham was also spoken to on the 28th, and -- All right.  And basically, just to recap it, he says that on that Christmas Day his girlfriend had sent him to the bank, and he was riding his bike by his house; right?",q,MR. FRANKEL,start_answer
359,1473,59,7,Yes.,a,THE WITNESS,start_question
360,1474,59,8,"I didn't realize that Matthew Cunningham had actually lived at that house, as well. So he lived there with Dontre Anderson?",q,MR. FRANKEL,start_answer
361,1479,59,13,I guess the Pippin Way address.,a,THE WITNESS,start_question
362,1480,59,14,"Oh, it's a different Pippin Way address?",q,MR. FRANKEL,start_answer
363,1482,59,16,"No, I think it's the same.  I think it's the same one --",a,THE WITNESS,start_chat
364,1484,59,18,Do you want to look on here?,side_chat,MS. BANDELL,start_chat
365,1486,59,20,Has it got his address on here?,side_chat,THE WITNESS,start_chat
366,1488,59,22,I'm just giving him my phone to look at the statement again.,side_chat,MS. BANDELL,start_chat
367,1490,59,24,Where's his address?,side_chat,THE WITNESS,start_chat
368,1492,60,1,389.,side_chat,MR. PATANZO,start_chat
369,1493,60,2,"Yeah, it's the same add -- I think it's the same place.",side_chat,THE WITNESS,start_question
370,1496,60,5,"Okay.  So he is hanging out with his girlfriend, and he happens to be passing his own house while he is riding his bike, as he says on the bottom of page three, to get to Point A back to Point B, which was a bank to get some money.",q,MR. FRANKEL,start_answer
371,1501,60,10,Okay.,a,THE WITNESS,start_question
372,1502,60,11,"All right.  ""I was on my bike.""  All right. And he saw Arvis, and he saw Arvis lift up his shirt. Do you recall how long he -- you know, he says in here two seconds. Is there any other information to say that he was in that front of that house for more than two seconds?",q,MR. FRANKEL,start_answer
373,1511,60,20,He said he lifted his shirt.,a,THE WITNESS,start_chat
374,1512,60,21,"Just for the record, he is reading the statement.",side_chat,MS. BANDELL,start_chat
375,1514,60,23,"Which page were you on with the two seconds, Dave?",side_chat,THE WITNESS,start_chat
376,1517,61,1,The two seconds is -- hold on.  Okay.,side_chat,MR. FRANKEL,start_chat
377,1519,61,3,I just had it there.,side_chat,MS. BANDELL,start_chat
378,1520,61,4,So on the top of page four.,side_chat,MR. FRANKEL,start_chat
379,1522,61,6,Okay.,side_chat,THE WITNESS,start_chat
380,1523,61,7,Second answer.,side_chat,MR. FRANKEL,start_chat
381,1524,61,8,"Okay.  All right.  So what are you asking me, Dave?",side_chat,THE WITNESS,start_question
382,1527,61,11,"""I rode my bike, stopped for like two seconds.""",q,MR. FRANKEL,start_answer
383,1529,61,13,Yeah.  I think that's a figure of speech.,a,THE WITNESS,start_question
384,1531,61,15,"Figure of speech.  Okay. But, obviously, he is indicating to you or he is trying to indicate to you it was very long?",q,MR. FRANKEL,start_answer
385,1535,61,19,Correct.,a,THE WITNESS,start_question
386,1536,61,20,He said Arvis was standing out in front of the house talking to other people; correct?,q,MR. FRANKEL,start_answer
387,1539,61,23,Yes.  Yep.,a,THE WITNESS,start_question
388,1540,61,24,"Now, this is his house, and there is a group of people standing in front of his house. How many of those other people was he able to identify for you?",q,MR. FRANKEL,start_answer
389,1545,62,4,I don't think any.,a,THE WITNESS,start_question
390,1546,62,5,Okay.  And can you tell me why -- did you ever try to follow up and find out who these other people might be?,q,MR. FRANKEL,start_answer
391,1549,62,8,"Um, yeah.  People are -- it's a small neighborhood.  These people are hesitant to cooperate or to give names of other people. It's pretty common. You can only -- you can try to get as much information as you can.  Sometimes they will talk to you and won't go on record. And so it's hard for them to, you know, snitch out somebody that was with them.",a,THE WITNESS,start_question
392,1558,62,17,Do you recall ever speaking to anybody else that you thought might have also seen Arvis Brown in front of the house?,q,MR. FRANKEL,start_answer
393,1561,62,20,"No.  I wouldn't know where to start. I mean, who would -- I mean, the whole neighborhood could have been there.  So, no, I didn't identify anybody else.",a,THE WITNESS,start_question
394,1565,62,24,"Well, does it say what time of day this was? Let's look here. In looking through it, did you ever establish with him what time of day this supposedly happened?",q,MR. FRANKEL,start_answer
395,1572,63,6,I don't believe so.,a,THE WITNESS,start_question
396,1573,63,7,"Did you ever go back and ask Dontre Anderson, who supposedly was at that house, whether he recalls any of this taking place?",q,MR. FRANKEL,start_answer
397,1576,63,10,"I don't -- no, because I don't think this was all -- this was even at the same time. Dontre never said that he was out --",a,THE WITNESS,start_question
398,1579,63,13,"Well, Dontre was there in the morning; right?",q,MR. FRANKEL,start_answer
399,1581,63,15,"Yeah, but I don't think he ever said there was a group of people outside when he saw Arvis. He saw him twice that day, as far as I know, at least.",a,THE WITNESS,start_question
400,1586,63,20,"Well, I'm just trying to figure out what we are trying to conclude here. Dontre Anderson said that Arvis showed up sometime in the morning and left the gun in the bushes. And now we have Matthew Cunningham saying that at some point he was riding by the house, and he saw Arvis Brown lifting his shirt and showing a gun. And then you have Dontre Anderson saying that later in the evening, just before the shooting, about 7:00, Arvis Brown came back and retrieved the gun.  Right?",q,MR. FRANKEL,start_answer
401,1600,64,9,"Yeah, it sounds right.",a,THE WITNESS,start_chat
402,1601,64,10,Um --,side_chat,MS. BANDELL,start_chat
403,1602,64,11,But we don't -- we don't know when Matthew Cunningham might be -- where between the morning and the evening this might have happened.,side_chat,MR. FRANKEL,start_chat
404,1606,64,15,"Dave, can I show him my phone?  It is in here, if you can look at pages six and seven.",side_chat,MS. BANDELL,start_chat
405,1609,64,18,Six and seven.  What do we have?  What are you looking at?,side_chat,MR. FRANKEL,start_chat
406,1611,64,20,Time frame.,side_chat,MS. BANDELL,start_chat
407,1612,64,21,"Oh, one o'clock, two o'clock, three o'clock, five o'clock.",side_chat,THE WITNESS,start_chat
408,1614,64,23,Read the whole thing.,side_chat,MS. BANDELL,start_chat
409,1615,64,24,"Oh, I'm sorry. You're right.",side_chat,MR. FRANKEL,start_question
410,1619,65,3,"So in the middle of the day, unconnected to Dontre Anderson seeing him leave it and Dontre Anderson saying that he came back and got it, Matthew Cunningham is saying that he was standing in front of the house possessing it?  Would that be right?",q,MR. FRANKEL,start_answer
411,1625,65,9,"Um, it sounds correct.  I mean if, you know, um --",a,THE WITNESS,start_question
412,1627,65,11,"And, um, not saying that all of that couldn't have happened.  But if he is possessing it sometime during the day, that would mean that he would have had to put it back somewhere so that he could come back and get it from the bushes later that day.",q,MR. FRANKEL,start_answer
413,1633,65,17,I don't know.,a,THE WITNESS,start_question
414,1634,65,18,Sounds a little odd; right?,q,MR. FRANKEL,start_answer
415,1635,65,19,"No.  I don't know.  I mean, I got two people at two different times seeing him with the firearm independent of each other. So, you know, is Arvis or anybody going to walk around with a gun on them in a small town like that when you're known by the cops?  Probably not. So hiding a gun and getting it when you feel like it is not out of the realm of possibility. Um, I don't know how they do -- you know, how they do it.  They don't always carry the gun on them.",a,THE WITNESS,start_question
416,1649,66,8,"Okay.  All right.  So also looking at page three, the middle of the page, he says, ""My girl sending me to the bank.  When I went to the bank to put some money on the card, something tell me to go by my house."" So, apparently, he had been to the bank before he rode by his house; right?",q,MR. FRANKEL,start_answer
417,1656,66,15,"Seems that way, yes.",a,THE WITNESS,start_question
418,1657,66,16,And this is on Christmas Day.  Was the bank open?,q,MR. FRANKEL,start_answer
419,1659,66,18,"It could be -- no, I don't think so. I mean, maybe they're talking about an ATM.  I don't think they actually go inside the bank and go to a teller.",a,THE WITNESS,start_question
420,1663,66,22,Okay.  But he --,q,MR. FRANKEL,start_answer
